dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
2,0,25,104,8,13,0.18125,1,1,16.52941176,0.7647,True,False,0.4801124845567589,False,0.1,False,0.3047673269331403,AdaBoost,AdaBoost,False,0.3047673269331403
3,0,6,0,1,3,0.533333333,0,0,8.333333332999999,0.6667,True,True,0.5095420669612413,False,0.5,True,0.5052274493948588,AdaBoost,AdaBoost,True,0.5052274493948588
1,0,182,231,182,22,0.25974026,0,0,0.0,1.0,True,True,0.9772135674522135,True,1.0,True,0.8908384323167969,AdaBoost,AdaBoost,True,0.8908384323167969
2,0,9,15,0,4,0.25,1,2,14.0,1.0,False,False,0.12169446847995907,False,0.2,False,0.18669771826617634,AdaBoost,AdaBoost,False,0.18669771826617634
1,0,3,0,1,2,0.75,0,0,4.5,0.5,False,False,0.10674852857136437,False,0.0,False,0.12387498344541845,AdaBoost,AdaBoost,False,0.12387498344541845
2,0,2,0,1,1,1.0,0,0,13.0,0.0,False,False,0.08012959665979005,False,0.0,False,0.22006835650491446,AdaBoost,AdaBoost,False,0.22006835650491446
3,0,14,57,4,10,0.241071429,0,0,11.66666667,1.0667,False,True,0.5650380587346427,True,0.6,False,0.4631149973207692,AdaBoost,AdaBoost,False,0.4631149973207692
5,0,13,24,1,8,0.222222222,1,1,4.875,0.875,False,False,0.21192942168160853,False,0.0,False,0.34226439272463305,AdaBoost,AdaBoost,False,0.34226439272463305
3,0,25,22,1,5,0.272727273,2,3,31.16666667,0.9167,False,False,0.06510625653027981,False,0.1,False,0.08158195286904828,AdaBoost,AdaBoost,False,0.08158195286904828
1,0,6,0,1,4,0.458333333,0,0,20.75,1.25,False,False,0.1605734873840692,False,0.4,False,0.29760963458348993,AdaBoost,AdaBoost,False,0.29760963458348993
4,0,17,72,7,16,0.21875,1,1,8.0625,0.8125,False,False,0.2135275464909656,False,0.3,False,0.2698003189063939,AdaBoost,AdaBoost,False,0.2698003189063939
1,1,3,3,3,6,0.666666667,0,0,8.0,0.8333,True,False,0.15105342936577054,False,0.2,False,0.21636971883302167,AdaBoost,AdaBoost,False,0.21636971883302167
1,0,16,24,1,1,0.4166666670000001,1,4,25.44444444,2.1111,False,False,0.08688751177328939,False,0.4,False,0.2596854809286019,AdaBoost,AdaBoost,False,0.2596854809286019
4,1,5,0,2,1,1.0,0,0,8.0,0.0,False,False,0.4618859031232904,False,0.0,False,0.12361781181780165,AdaBoost,AdaBoost,False,0.12361781181780165
3,0,24,4,2,3,0.583333333,0,0,36.25,1.0,False,False,0.4647219686331488,False,0.2,False,0.3772413194431225,AdaBoost,AdaBoost,False,0.3772413194431225
3,1,20,55,3,11,0.205357143,1,2,12.14285714,1.2143,False,True,0.5034421012857431,False,0.5,False,0.35127790374581536,AdaBoost,AdaBoost,False,0.35127790374581536
2,0,11,17,6,6,0.375,0,0,11.57142857,1.0,False,False,0.19546484470930486,False,0.3,False,0.3939919730643607,AdaBoost,AdaBoost,False,0.3939919730643607
1,0,12,0,2,2,0.571428571,0,0,32.5,0.5,True,False,0.09105141899911724,False,0.3,False,0.14933171531215786,AdaBoost,AdaBoost,False,0.14933171531215786
1,0,4,39,0,13,0.261538462,0,0,15.14285714,0.8571,False,False,0.18497225717366544,False,0.1,False,0.19441417663075208,AdaBoost,AdaBoost,False,0.19441417663075208
6,0,14,10,1,4,0.3666666670000001,0,0,14.4,0.6,False,False,0.2344243296977576,False,0.0,False,0.2965772963746431,AdaBoost,AdaBoost,False,0.2965772963746431
1,0,5,3,1,3,0.666666667,0,0,18.33333333,1.3333,False,False,0.14530311383687133,False,0.0,False,0.27837789789947626,AdaBoost,AdaBoost,False,0.27837789789947626
3,0,3,1,1,1,0.666666667,1,2,7.5,0.5,False,False,0.09705359821714983,False,0.2,False,0.2975336787241162,AdaBoost,AdaBoost,False,0.2975336787241162
1,0,2,1,0,2,0.75,0,0,2.5,0.5,False,False,0.10712641773641177,False,0.1,False,0.07109929671489858,AdaBoost,AdaBoost,False,0.07109929671489858
4,0,11,0,1,1,0.291666667,2,4,43.55555556,0.7778,False,False,0.07385689998502099,False,0.0,False,0.18808980581630333,AdaBoost,AdaBoost,False,0.18808980581630333
4,1,9,1,5,2,0.75,0,0,1.5,0.5,False,False,0.186343261744967,False,0.2,False,0.20697278524852555,AdaBoost,AdaBoost,False,0.20697278524852555
1,0,10,0,5,10,0.257142857,0,0,12.3,0.9,False,True,0.5164646282141332,True,0.6,False,0.4539196752162522,AdaBoost,AdaBoost,False,0.4539196752162522
2,0,6,3,3,1,0.5,1,1,19.0,1.3333,False,False,0.13991998750191342,False,0.3,False,0.4066221903651315,AdaBoost,AdaBoost,False,0.4066221903651315
3,0,6,1,0,1,0.666666667,1,2,18.5,0.5,False,False,0.0831524142393609,False,0.1,False,0.2453768729063495,AdaBoost,AdaBoost,False,0.2453768729063495
2,2,14,5,5,4,0.3666666670000001,0,0,14.66666667,1.1667,True,False,0.2214171631373103,False,0.2,False,0.41243535669307735,AdaBoost,AdaBoost,False,0.41243535669307735
2,0,10,178,4,16,0.221428571,1,3,4.65,0.85,False,False,0.14062695751222354,False,0.0,False,0.06051116635086845,AdaBoost,AdaBoost,False,0.06051116635086845
2,0,3,1,2,1,1.0,0,0,19.0,0.5,False,False,0.0973372694521536,False,0.1,False,0.2753453633894541,AdaBoost,AdaBoost,False,0.2753453633894541
1,0,7,29,2,9,0.444444444,0,0,9.5,1.6,True,False,0.20231787326154413,False,0.4,False,0.3223661616157302,AdaBoost,AdaBoost,False,0.3223661616157302
3,0,6,61,1,14,0.3666666670000001,1,3,10.0,0.9333,False,False,0.14253609734022055,False,0.0,False,0.1710192758239698,AdaBoost,AdaBoost,False,0.1710192758239698
1,0,11,45,8,10,0.255555556,0,0,0.0,1.0,False,True,0.5675243779439706,False,0.3,False,0.3364603537318466,AdaBoost,AdaBoost,False,0.3364603537318466
4,0,6,15,0,5,0.3,0,0,6.5,0.3333,False,False,0.2599875239448199,False,0.1,False,0.2270184000647366,AdaBoost,AdaBoost,False,0.2270184000647366
1,0,6,6,4,4,0.55,0,0,0.0,1.0,False,False,0.1803380453039798,False,0.0,False,0.3074283968655917,AdaBoost,AdaBoost,False,0.3074283968655917
3,0,8,0,1,2,0.5,0,0,48.5,0.5,False,False,0.18271589602472507,False,0.4,False,0.4451525228671179,AdaBoost,AdaBoost,False,0.4451525228671179
3,0,8,3,0,2,0.666666667,1,1,12.0,0.6667,False,False,0.12568527245371788,False,0.2,False,0.2436779904934032,AdaBoost,AdaBoost,False,0.2436779904934032
3,0,4,10,1,3,0.466666667,1,1,5.2,0.8,False,False,0.1585651822672117,False,0.1,False,0.1283659560649546,AdaBoost,AdaBoost,False,0.1283659560649546
1,0,1,0,1,4,0.625,0,0,11.5,0.75,False,False,0.17195198583873714,False,0.1,False,0.4092219449394026,AdaBoost,AdaBoost,False,0.4092219449394026
1,0,4,6,1,4,1.0,0,0,3.75,0.75,False,False,0.11794881233529465,False,0.0,False,0.0599866182924837,AdaBoost,AdaBoost,False,0.0599866182924837
1,0,28,17,2,3,0.28571428600000004,1,4,24.71428571,0.5714,False,False,0.35640633159984386,False,0.3,False,0.1910484673327519,AdaBoost,AdaBoost,False,0.1910484673327519
3,3,9,37,3,4,0.3,1,1,10.27272727,0.8182,True,False,0.22727613001571945,False,0.4,False,0.4065599171352192,AdaBoost,AdaBoost,False,0.4065599171352192
1,0,8,300,3,27,0.13636363599999998,0,0,7.428571429,1.1429,False,True,0.8150108208686629,False,0.5,False,0.4883687251537307,AdaBoost,AdaBoost,False,0.4883687251537307
2,2,20,93,7,9,0.2,1,1,19.61111111,0.9444,True,True,0.5319265504529931,False,0.5,True,0.6365649862901512,AdaBoost,AdaBoost,True,0.6365649862901512
2,0,2,7,0,6,0.314285714,1,1,4.285714286,0.7143,False,False,0.14726837232981804,False,0.2,False,0.2264702356067264,AdaBoost,AdaBoost,False,0.2264702356067264
2,1,56,2573,15,61,0.069256757,1,1,18.82666667,1.36,True,True,0.8764621111511887,True,0.6,True,0.6254024013638612,AdaBoost,AdaBoost,True,0.6254024013638612
2,0,9,10,3,5,0.36,1,1,5.0,0.6,False,False,0.13188840420246636,False,0.1,False,0.2768498212519901,AdaBoost,AdaBoost,False,0.2768498212519901
2,1,45,992,2,42,0.093617021,0,0,15.72916667,1.2292,False,True,0.5544640984863604,False,0.4,False,0.4602960756658244,AdaBoost,AdaBoost,False,0.4602960756658244
1,0,8,16,0,7,0.267857143,0,0,18.625,1.0,False,False,0.2111446088107769,False,0.1,False,0.19466772792227646,AdaBoost,AdaBoost,False,0.19466772792227646
3,0,12,15,3,3,0.328571429,1,2,20.85714286,1.2857,True,False,0.1396622410221543,False,0.4,False,0.39793487387754384,AdaBoost,AdaBoost,False,0.39793487387754384
3,0,17,8,3,3,0.314285714,1,1,57.8,5.0,False,True,0.9558899422693744,False,0.5,False,0.4641049949511164,AdaBoost,AdaBoost,False,0.4641049949511164
5,0,3,3,2,3,0.7777777779999999,0,0,4.333333333,0.0,False,True,0.5637393559109128,False,0.1,False,0.10103465928630198,AdaBoost,AdaBoost,False,0.10103465928630198
4,0,2,0,1,3,0.5,0,0,9.666666667000001,0.6667,False,False,0.2612723641323056,False,0.435,False,0.41304224824703023,AdaBoost,AdaBoost,False,0.41304224824703023
3,0,9,8,0,3,0.4,1,2,15.4,1.2,False,False,0.12824086885001024,False,0.1,False,0.22739330083456985,AdaBoost,AdaBoost,False,0.22739330083456985
0,0,5,0,1,9,0.37037037,0,0,22.55555556,0.8889,False,False,0.1769842849862576,False,0.5,False,0.3994413554559513,AdaBoost,AdaBoost,False,0.3994413554559513
2,0,15,11,3,6,0.355555556,1,1,16.6,1.1,True,False,0.15084944442002546,True,0.8,True,0.5937409981643536,AdaBoost,AdaBoost,True,0.5937409981643536
0,0,17,102,4,10,0.222222222,0,0,10.3125,1.125,False,False,0.19518091498781706,False,0.3,False,0.2999060222048983,AdaBoost,AdaBoost,False,0.2999060222048983
1,0,3,15,3,6,0.5555555560000001,0,0,0.0,1.0,False,False,0.18968981490090364,False,0.1,False,0.1480320329886126,AdaBoost,AdaBoost,False,0.1480320329886126
4,0,3,1,2,2,0.833333333,0,0,4.5,0.0,False,True,0.5313852555715607,False,0.0,False,0.1082058761192597,AdaBoost,AdaBoost,False,0.1082058761192597
3,0,9,26,1,9,0.307692308,1,1,16.15384615,1.3846,True,True,0.5495483999849019,False,0.3,False,0.4501889182327752,Voting,Voting,True,0.5495483999849019
2,0,21,627,3,38,0.105263158,0,0,7.368421053,1.0263,True,True,0.5838704577187696,False,0.3,False,0.4402005156838201,Voting,Voting,True,0.5838704577187696
3,0,11,71,4,13,0.271428571,2,7,11.14285714,1.3571,False,False,0.04393369695657482,False,0.0,False,0.19069479490297672,AdaBoost,AdaBoost,False,0.19069479490297672
2,0,13,54,1,4,0.305555556,1,1,15.76923077,1.1538,True,False,0.14575970339941854,False,0.3,False,0.3789597102085041,AdaBoost,AdaBoost,False,0.3789597102085041
3,0,3,0,1,2,0.4375,2,3,20.25,1.25,False,False,0.09426251090240684,False,0.5,False,0.29784511542417946,AdaBoost,AdaBoost,False,0.29784511542417946
0,0,10,2,1,3,0.833333333,0,0,16.0,0.5,False,False,0.09066582937611244,False,0.2,False,0.05445982739104456,AdaBoost,AdaBoost,False,0.05445982739104456
1,4,5,9,5,5,0.5,0,0,2.666666667,0.6667,False,False,0.3452507235302455,False,0.2,False,0.3172196865560122,AdaBoost,AdaBoost,False,0.3172196865560122
2,0,12,22,3,8,0.303571429,0,0,6.375,0.625,False,False,0.2269607314174575,False,0.3,False,0.4804269646270085,AdaBoost,AdaBoost,False,0.4804269646270085
0,2,16,28,2,2,0.375,0,0,25.0,1.0,False,False,0.17847712090796775,False,0.1,False,0.2878470151245813,AdaBoost,AdaBoost,False,0.2878470151245813
1,0,10,0,5,5,0.44,0,0,21.2,1.2,False,True,0.5524274615047361,True,0.7,False,0.4942642635850626,AdaBoost,AdaBoost,False,0.4942642635850626
1,0,9,6,0,3,0.25,0,0,12.5,0.75,False,False,0.1819366288953381,False,0.0,False,0.13955128666694272,AdaBoost,AdaBoost,False,0.13955128666694272
2,1,5,8,3,4,0.583333333,0,0,4.6,0.6,False,False,0.20751684195504108,False,0.2,False,0.42159005065176586,AdaBoost,AdaBoost,False,0.42159005065176586
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.07286189187514767,False,0.0,False,0.05741283998251676,AdaBoost,AdaBoost,False,0.05741283998251676
2,0,9,15,3,7,0.35714285700000004,1,20,4.857142857,0.8571,False,False,0.0002558387739361201,False,0.0,False,0.05107067324459896,AdaBoost,AdaBoost,False,0.05107067324459896
2,0,8,3,1,1,0.75,1,1,4.333333333,0.3333,False,False,0.0839161934974404,False,0.3,False,0.10724530373423012,AdaBoost,AdaBoost,False,0.10724530373423012
1,0,1,1,1,2,1.0,0,0,0.0,1.0,False,False,0.12760666560218928,False,0.1,False,0.1229344898240754,AdaBoost,AdaBoost,False,0.1229344898240754
1,0,7,0,1,4,0.4166666670000001,0,0,17.25,0.5,False,True,0.5069650675921341,True,0.6,True,0.5928557803102475,AdaBoost,AdaBoost,True,0.5928557803102475
2,0,17,289,1,25,0.13636363599999998,0,0,9.423076923,1.1154,False,False,0.4695056358448476,False,0.3,False,0.43714810429459217,AdaBoost,AdaBoost,False,0.43714810429459217
0,0,10,4,1,3,0.4375,0,0,19.0,2.25,False,False,0.3335964356702469,False,0.2,False,0.30139549206206995,AdaBoost,AdaBoost,False,0.30139549206206995
2,0,10,30,3,9,0.333333333,1,21,5.1111111110000005,0.8889,False,False,0.0001939198637166076,False,0.1,False,0.19152413889682413,AdaBoost,AdaBoost,False,0.19152413889682413
1,0,4,3,1,3,0.666666667,0,0,19.0,2.3333,False,False,0.3744564076991326,False,0.0,False,0.2516532265216663,AdaBoost,AdaBoost,False,0.2516532265216663
4,3,4,0,4,1,1.0,0,0,5.0,0.0,False,False,0.23375667234366065,False,0.1,False,0.08659581201392957,AdaBoost,AdaBoost,False,0.08659581201392957
3,0,8,6,4,3,0.5625,0,0,14.5,1.0,True,True,0.5810376991831321,False,0.4,False,0.4774586121464413,Voting,Voting,True,0.5810376991831321
4,0,9,30,1,9,0.355555556,2,3,7.222222222,0.5556,False,False,0.10258106541579573,False,0.0,False,0.06390675715053676,AdaBoost,AdaBoost,False,0.06390675715053676
3,0,9,11,3,3,0.4,1,1,6.0,0.6667,False,False,0.15361470653889367,False,0.0,False,0.41456830886946056,AdaBoost,AdaBoost,False,0.41456830886946056
1,0,12,1,2,1,0.666666667,1,1,36.0,0.5,False,False,0.06852225780442456,False,0.3,False,0.4546120028806317,AdaBoost,AdaBoost,False,0.4546120028806317
1,0,1,0,1,1,1.0,0,0,0.0,1.0,False,False,0.1248529360479544,False,0.0,False,0.0355432428639536,AdaBoost,AdaBoost,False,0.0355432428639536
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.07286189187514767,False,0.0,False,0.05741283998251676,AdaBoost,AdaBoost,False,0.05741283998251676
1,0,4,3,1,3,0.833333333,0,0,5.666666667,0.6667,False,False,0.12994779503282433,False,0.1,False,0.053597803509799764,AdaBoost,AdaBoost,False,0.053597803509799764
2,0,20,133,6,18,0.130952381,1,1,6.222222222,0.9444,False,False,0.21419678045822751,False,0.0,False,0.20767721696506472,AdaBoost,AdaBoost,False,0.20767721696506472
1,1,7,137,1,16,0.15789473699999998,0,0,8.315789473999999,1.0,True,True,0.6248782267458507,True,1.0,True,0.6430996942963324,AdaBoost,AdaBoost,True,0.6430996942963324
4,0,4,6,1,8,0.34375,1,1,9.875,1.25,False,True,0.5688823287023034,False,0.3,False,0.2775962457229731,AdaBoost,AdaBoost,False,0.2775962457229731
3,0,5,0,1,1,0.5,1,1,6.666666667,0.6667,True,False,0.14340688097828244,False,0.1,False,0.2759596314143007,AdaBoost,AdaBoost,False,0.2759596314143007
6,0,3,0,1,4,0.4375,0,0,9.5,0.75,False,False,0.2945327786629067,False,0.1,False,0.3823844111156007,AdaBoost,AdaBoost,False,0.3823844111156007
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False,False,0.1257341086095551,False,0.0,False,0.02884052453847037,AdaBoost,AdaBoost,False,0.02884052453847037
4,0,16,297,3,17,0.166144201,1,1,25.0,2.7333,True,True,0.894031657838792,False,0.4,True,0.5093549148468642,AdaBoost,AdaBoost,True,0.5093549148468642
1,0,6,0,6,1,1.0,0,0,0.0,1.0,False,False,0.13006247408292398,False,0.0,False,0.0653930224076217,AdaBoost,AdaBoost,False,0.0653930224076217
1,0,14,7,2,3,0.4,1,1,34.0,0.6667,False,False,0.08860718469970229,False,0.1,False,0.3570331427252792,AdaBoost,AdaBoost,False,0.3570331427252792
1,0,1,0,1,0,0.0,0,0,0.0,0.0,False,False,0.17245927936775166,False,0.1,False,0.07347549368694921,AdaBoost,AdaBoost,False,0.07347549368694921
2,0,6,18,1,6,0.314285714,1,1,18.375,0.75,False,False,0.1466241952370342,False,0.5,False,0.4191798179858021,AdaBoost,AdaBoost,False,0.4191798179858021
5,0,25,0,24,4,0.5,0,0,11.5,1.0,True,False,0.38689230598530017,False,0.3,False,0.4518332718216025,AdaBoost,AdaBoost,False,0.4518332718216025
2,1,25,220,8,16,0.14229249,1,1,17.0,1.5833,False,True,0.6290385794097845,True,0.8,True,0.6667512249281636,AdaBoost,AdaBoost,True,0.6667512249281636
3,16,21,4,17,3,0.5,1,3,9.2,1.2,True,True,0.9167924758308468,False,0.5,False,0.4843526022031025,Voting,Voting,True,0.9167924758308468
3,0,4,3,0,1,0.7777777779999999,1,1,10.0,0.6667,False,False,0.4552281104760999,False,0.5,False,0.4093717409240016,AdaBoost,AdaBoost,False,0.4093717409240016
1,0,3,1,2,2,0.75,0,0,2.0,0.5,False,False,0.4668092647737621,False,0.1,False,0.32222447641417834,AdaBoost,AdaBoost,False,0.32222447641417834
2,1,6,29,5,14,0.535714286,0,0,10.78571429,1.2857,False,True,0.6570623287030705,False,0.5,False,0.4291991964099513,AdaBoost,AdaBoost,False,0.4291991964099513
1,0,5,3,2,3,0.5555555560000001,0,0,5.0,0.6667,False,False,0.1622701813197542,False,0.2,False,0.42966957161037467,AdaBoost,AdaBoost,False,0.42966957161037467
1,0,8,25,1,9,0.311111111,0,0,7.2,1.0,False,False,0.21625719616295602,False,0.4,False,0.4018291937120593,AdaBoost,AdaBoost,False,0.4018291937120593
3,0,37,168,8,13,0.192857143,2,3,11.47619048,1.0952,False,False,0.08191816122725,False,0.1,False,0.27547350876376403,AdaBoost,AdaBoost,False,0.27547350876376403
1,0,7,6,4,5,0.466666667,0,0,4.8,0.8,False,False,0.1857192763650338,False,0.0,False,0.17907235714945838,AdaBoost,AdaBoost,False,0.17907235714945838
4,0,5,17,2,7,0.327272727,1,2,8.545454545,1.0,True,False,0.1785405730937604,False,0.2,False,0.38470899554560267,AdaBoost,AdaBoost,False,0.38470899554560267
1,0,8,3,5,2,0.583333333,0,0,63.33333333,5.6667,False,True,0.6344942511026449,False,0.3,True,0.5156725196065045,RandomForest,RandomForest,False,0.3
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False,False,0.12684526067686025,False,0.0,False,0.036468324258234236,AdaBoost,AdaBoost,False,0.036468324258234236
5,0,1,0,0,3,0.5,0,0,10.25,0.75,False,False,0.2797789530972917,False,0.1,False,0.3395101875573537,AdaBoost,AdaBoost,False,0.3395101875573537
1,0,448,325,446,26,0.157692308,0,0,0.0,1.0,True,True,0.9995444576513378,True,1.0,True,0.8238875260808152,AdaBoost,AdaBoost,True,0.8238875260808152
0,0,2,1,1,2,1.0,0,0,2.5,0.5,False,False,0.08291530818993363,False,0.18333333333333326,False,0.13429207923557218,AdaBoost,AdaBoost,False,0.13429207923557218
1,0,5,495,1,34,0.134803922,0,0,6.852941176,1.2647,False,True,0.9099292060883548,True,0.6,False,0.4274673392373142,AdaBoost,AdaBoost,False,0.4274673392373142
1,0,9,3,7,3,1.0,0,0,0.0,1.0,False,False,0.1328585745442549,False,0.4,False,0.40744441995409575,AdaBoost,AdaBoost,False,0.40744441995409575
3,0,23,0,1,2,0.4375,1,1,52.75,2.25,False,False,0.19527569414758755,False,0.3,False,0.2379682553113411,AdaBoost,AdaBoost,False,0.2379682553113411
5,0,3,6,1,3,0.36,0,0,11.8,1.0,True,False,0.29926246398344203,False,0.2,False,0.4712770918120354,AdaBoost,AdaBoost,False,0.4712770918120354
1,0,6,3,1,2,0.4166666670000001,0,0,10.0,1.0,True,False,0.18929443793956446,False,0.2,False,0.2243912289027702,AdaBoost,AdaBoost,False,0.2243912289027702
1,0,9,22,1,5,0.265625,0,0,13.66666667,1.2222,False,False,0.22113329844909002,False,0.2,False,0.4204915877429976,AdaBoost,AdaBoost,False,0.4204915877429976
1,3,3,0,3,4,0.625,0,0,6.5,0.75,False,False,0.2486328558695313,False,0.2,False,0.4471208293722003,AdaBoost,AdaBoost,False,0.4471208293722003
2,0,12,9,8,5,0.3666666670000001,0,0,6.5,0.6667,False,False,0.2322812717245337,False,0.3,False,0.3569504270351511,AdaBoost,AdaBoost,False,0.3569504270351511
3,0,24,1527,7,53,0.13362069,1,2,9.084745762999999,1.2034,True,True,0.5712156257950719,False,0.2,False,0.4682556807972803,Voting,Voting,True,0.5712156257950719
1,0,6,0,1,2,0.625,0,0,14.0,0.5,True,False,0.4809626128668884,True,0.6,True,0.5521325304019291,AdaBoost,AdaBoost,True,0.5521325304019291
4,0,3,15,0,6,0.444444444,2,2,5.166666667,0.5,False,False,0.12288733465708924,False,0.1,False,0.08238596942532851,AdaBoost,AdaBoost,False,0.08238596942532851
4,0,10,27,3,10,0.32,2,3,7.5,0.9,False,False,0.12523677731133415,False,0.0,False,0.05410831925511314,AdaBoost,AdaBoost,False,0.05410831925511314
2,0,5,15,1,5,0.433333333,1,3,12.42857143,1.0,False,False,0.08183671121812769,False,0.1,False,0.19906959342315708,AdaBoost,AdaBoost,False,0.19906959342315708
1,0,14,53,2,11,0.230769231,0,0,13.78571429,1.3571,True,False,0.26413665904639433,False,0.4,False,0.2505975783508725,AdaBoost,AdaBoost,False,0.2505975783508725
1,0,1,25,1,11,0.409090909,0,0,8.181818182,1.2727,False,True,0.5458669019655874,False,0.2,False,0.3381572024390233,AdaBoost,AdaBoost,False,0.3381572024390233
2,0,7,0,1,5,0.35714285700000004,1,1,20.42857143,1.2857,True,False,0.17102053016880872,False,0.2,False,0.2229528481193528,AdaBoost,AdaBoost,False,0.2229528481193528
3,0,17,1,2,4,0.444444444,1,1,25.66666667,0.8333,False,False,0.15820376114898127,False,0.1,False,0.3303504135483629,AdaBoost,AdaBoost,False,0.3303504135483629
1,0,7,0,1,2,0.6,0,0,22.33333333,2.0,False,False,0.20545261251103844,True,0.7,False,0.4585853897908988,AdaBoost,AdaBoost,False,0.4585853897908988
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.09685060237523234,False,0.0,False,0.0433258570293294,AdaBoost,AdaBoost,False,0.0433258570293294
6,0,3,0,1,1,1.0,0,0,12.0,0.0,False,False,0.2021691469791127,False,0.0,False,0.20113826540516191,AdaBoost,AdaBoost,False,0.20113826540516191
4,0,3,0,3,3,0.45,0,0,7.75,0.75,False,True,0.5693751707344683,False,0.3,False,0.4505255928469566,AdaBoost,AdaBoost,False,0.4505255928469566
2,0,10,79,3,13,0.314285714,0,0,7.2,1.0,False,True,0.5722295204696649,False,0.4,False,0.32191505285458283,AdaBoost,AdaBoost,False,0.32191505285458283
1,0,2,1,2,2,1.0,0,0,0.0,1.0,True,False,0.10173214792041334,False,0.0,False,0.2136236335804268,AdaBoost,Voting,False,0.1496856417747048
1,0,6,1,6,2,1.0,0,0,0.0,1.0,False,False,0.10618700137593956,False,0.0,False,0.11062868638100194,AdaBoost,AdaBoost,False,0.11062868638100194
4,2,21,54,12,7,0.333333333,0,0,5.833333333,0.5,False,False,0.2918586568918953,False,0.3,False,0.3253800994001764,AdaBoost,AdaBoost,False,0.3253800994001764
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.0986002033518572,False,0.0,False,0.04832268873679228,AdaBoost,AdaBoost,False,0.04832268873679228
3,6,12,75,6,11,0.205357143,1,1,10.4,0.9333,True,True,0.8972765403875561,True,0.7,True,0.5039710903924735,AdaBoost,AdaBoost,True,0.5039710903924735
2,0,8,15,3,7,0.35714285700000004,1,20,5.857142857,0.8571,False,False,0.0004876421263788269,False,0.0,False,0.13327808132203986,AdaBoost,AdaBoost,False,0.13327808132203986
3,0,16,157,4,18,0.215277778,1,1,4.526315789,0.7895,False,False,0.2320049184391129,False,0.2,False,0.3032418277415517,AdaBoost,AdaBoost,False,0.3032418277415517
1,0,14,1708,1,49,0.122222222,0,0,12.19672131,1.2131,False,True,0.5862016247406406,False,0.0,False,0.4114399548729576,AdaBoost,AdaBoost,False,0.4114399548729576
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.0986002033518572,False,0.0,False,0.04832268873679228,AdaBoost,AdaBoost,False,0.04832268873679228
1,0,16,283,5,14,0.157342657,0,0,13.85185185,1.5556,True,False,0.2866361920328212,False,0.3,False,0.2373895703923498,AdaBoost,AdaBoost,False,0.2373895703923498
1,0,5,0,1,5,0.5,0,0,6.6,0.6,True,False,0.1362624296264879,False,0.4,False,0.4429638260530819,AdaBoost,AdaBoost,False,0.4429638260530819
4,0,11,33,2,14,0.3,1,1,10.64285714,1.2857,False,False,0.2568602506733708,True,0.6,False,0.4468583599639013,AdaBoost,AdaBoost,False,0.4468583599639013
0,0,10,2,1,3,0.833333333,0,0,16.0,0.5,False,False,0.0744370311595568,False,0.1,False,0.07311036548085424,AdaBoost,AdaBoost,False,0.07311036548085424
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.09685060237523234,False,0.0,False,0.0433258570293294,AdaBoost,AdaBoost,False,0.0433258570293294
1,0,8,60,0,12,0.104166667,0,0,4.25,0.9167,False,False,0.197100615687597,False,0.3,False,0.4604862345363611,AdaBoost,AdaBoost,False,0.4604862345363611
1,0,6,1,0,2,0.75,0,0,10.5,0.5,False,False,0.10137646773275476,False,0.2,False,0.4161138217956044,AdaBoost,AdaBoost,False,0.4161138217956044
2,0,6,9,1,6,0.444444444,1,20,4.5,0.8333,False,False,0.00041342788439912496,False,0.0,False,0.11249163398587284,AdaBoost,AdaBoost,False,0.11249163398587284
3,0,7,24,1,6,0.333333333,0,0,13.11111111,0.6667,False,False,0.2227590613682726,False,0.1,False,0.24114868082496746,AdaBoost,AdaBoost,False,0.24114868082496746
3,0,3,1,1,1,0.666666667,1,1,5.0,0.5,False,False,0.11937612178366695,False,0.0,False,0.08637081174704649,AdaBoost,AdaBoost,False,0.08637081174704649
2,0,2,9,1,6,0.4166666670000001,0,0,6.333333333,0.8333,False,False,0.19468850437585514,False,0.0,False,0.07387185947762831,AdaBoost,AdaBoost,False,0.07387185947762831
2,14,26,3,22,7,0.5,1,1,7.0,0.8,True,True,0.936926418131482,False,0.4,False,0.494418168662515,Voting,Voting,True,0.936926418131482
3,0,8,9,4,4,0.375,2,4,17.33333333,1.3333,False,False,0.4277179669904015,False,0.5,False,0.43244117761720596,AdaBoost,AdaBoost,False,0.43244117761720596
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.09685060237523234,False,0.0,False,0.0433258570293294,AdaBoost,AdaBoost,False,0.0433258570293294
