lcom,ce,loc,moa,max_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble,PredictedEnsemble,DSE_Prediction,DSE_Pred_Prob
0,0,35,0,1,False,False,0.02383391974569271,False,0.0,False,0.12762581109632073,Voting,Voting,False,0.02383391974569271
0,0,28,0,1,False,False,0.3568144292762833,False,0.0,False,0.2439771530918773,Voting,Voting,False,0.3568144292762833
69,0,213,0,7,False,False,0.2155346129582407,False,0.395,True,0.5004354230652179,Voting,Voting,False,0.2155346129582407
180,1,418,0,7,False,False,0.19391806027836173,False,0.0,False,0.06133377403266151,Voting,Voting,False,0.19391806027836173
6,4,205,0,1,False,False,0.03725369017196061,False,0.0,False,0.14254966935994487,Voting,Voting,False,0.03725369017196061
6,6,28,0,1,True,False,0.3587706568318649,True,0.6,True,0.685144677136416,Voting,Voting,False,0.3587706568318649
282,3,348,3,7,True,True,0.6968530705676472,True,0.6666666666666666,True,0.8208871757941084,Voting,Voting,True,0.6968530705676472
91,7,53,0,1,False,False,0.03414441893794107,False,0.0,False,0.04202029561248835,Voting,Voting,False,0.03414441893794107
0,0,1,0,1,False,False,0.0221963790217948,False,0.0,False,0.0417208224769282,Voting,Voting,False,0.0221963790217948
9,0,155,0,3,False,False,0.03430950860746497,False,0.0,False,0.05306610820275068,Voting,Voting,False,0.03430950860746497
108,36,368,6,3,False,False,0.3952370829195275,False,0.06666666666666668,False,0.0663775370719376,Voting,Voting,False,0.3952370829195275
20,1,99,1,7,False,False,0.0325212365258686,False,0.0,False,0.0060417278449753,Voting,Voting,False,0.0325212365258686
78,9,81,0,1,False,False,0.3695201831189552,True,0.9,True,0.7989343579212089,Voting,Voting,False,0.3695201831189552
36,10,80,0,1,False,False,0.03285740411534165,False,0.0,False,0.10592886523678917,Voting,Voting,False,0.03285740411534165
15,7,46,0,1,False,False,0.02738158366976313,False,0.0,False,0.020302361979516903,Voting,Voting,False,0.02738158366976313
4,3,119,0,2,False,False,0.030897996438026362,False,0.0,False,0.060729147272315674,Voting,Voting,False,0.030897996438026362
1,3,11,0,1,False,False,0.023333524506721843,False,0.0,False,0.07594733100979613,Voting,Voting,False,0.023333524506721843
1,1,187,1,3,False,False,0.0368244325396292,False,0.0,False,0.18667739422307567,Voting,Voting,False,0.0368244325396292
253,7,23,0,1,False,False,0.11115353514601076,False,0.0,False,0.026394054410188102,Voting,Voting,False,0.11115353514601076
0,0,1,0,1,False,False,0.0221963790217948,False,0.0,False,0.0417208224769282,Voting,Voting,False,0.0221963790217948
0,4,115,0,4,False,False,0.03277010521826529,False,0.0,False,0.008133471886999116,Voting,Voting,False,0.03277010521826529
21,2,7,0,1,False,False,0.02388831095760101,False,0.0,False,0.10381770510397058,Voting,Voting,False,0.02388831095760101
1,1,2,0,1,False,False,0.0224555119853638,False,0.0,False,0.0355495361914346,Voting,Voting,False,0.0224555119853638
0,1,30,0,1,False,False,0.023762865092971125,False,0.0,False,0.07152645662363323,Voting,Voting,False,0.023762865092971125
15,2,6,0,1,False,False,0.02352386674746565,False,0.0,False,0.09391991145511837,Voting,Voting,False,0.02352386674746565
1,4,11,0,1,False,False,0.023617594670886186,False,0.0,False,0.11952160006129132,Voting,Voting,False,0.023617594670886186
0,0,45,0,3,False,False,0.026261692626320488,False,0.0,False,0.07504259851441017,Voting,Voting,False,0.026261692626320488
1,1,9,0,1,False,False,0.022782044327497333,False,0.0,False,0.11026770332046074,Voting,Voting,False,0.022782044327497333
7,1,41,1,1,False,False,0.024330604132938215,False,0.0,False,0.09723084972030492,Voting,Voting,False,0.024330604132938215
9,0,155,0,3,False,False,0.03430950860746497,False,0.0,False,0.05306610820275068,Voting,Voting,False,0.03430950860746497
108,36,368,6,3,True,False,0.3952370829195275,False,0.06666666666666668,False,0.0663775370719376,Voting,Voting,False,0.3952370829195275
21,2,7,0,1,False,False,0.02388831095760101,False,0.0,False,0.10381770510397058,Voting,Voting,False,0.02388831095760101
1,1,2,0,1,False,False,0.0224555119853638,False,0.0,False,0.0355495361914346,Voting,Voting,False,0.0224555119853638
15,2,6,0,1,False,False,0.02352386674746565,False,0.0,False,0.09391991145511837,Voting,Voting,False,0.02352386674746565
0,0,35,0,1,False,False,0.02328179995216791,False,0.0,False,0.12986545276705408,Voting,Voting,False,0.02328179995216791
69,0,213,0,7,False,False,0.21512141340869004,False,0.4916666666666666,False,0.4994021320438563,Voting,Voting,False,0.21512141340869004
180,1,418,0,7,False,False,0.20958838650335465,False,0.0,False,0.06744390068118178,Voting,Voting,False,0.20958838650335465
28,1,8,0,1,False,False,0.02409276979496786,False,0.0,False,0.049874318617153315,Voting,Voting,False,0.02409276979496786
0,3,141,2,2,False,False,0.030368457926993005,False,0.0,False,0.057518835567662435,Voting,Voting,False,0.030368457926993005
6,1,91,6,1,False,False,0.04089479529744994,False,0.025,False,0.0047836769317649115,Voting,Voting,False,0.04089479529744994
0,0,1,0,1,False,False,0.021897170087314736,False,0.0,False,0.011738443987035649,Voting,Voting,False,0.021897170087314736
282,3,348,3,7,True,True,0.7172122587308877,True,0.6,True,0.8319196745907868,Voting,Voting,True,0.7172122587308877
4,0,31,0,1,False,False,0.023340656388912626,False,0.0,False,0.1035144300754016,Voting,Voting,False,0.023340656388912626
6,6,28,0,1,True,False,0.3584739728552022,True,0.6,True,0.6714081166325019,Voting,Voting,False,0.3584739728552022
6,4,205,0,1,False,False,0.03490651921974658,False,0.0,False,0.11049861696393416,Voting,Voting,False,0.03490651921974658
1,4,11,0,1,False,False,0.023350169224965595,False,0.0,False,0.08357114670630955,Voting,Voting,False,0.023350169224965595
0,0,1,0,1,False,False,0.021897170087314736,False,0.0,False,0.011738443987035649,Voting,Voting,False,0.021897170087314736
300,7,25,0,1,False,False,0.26831778706721243,False,0.0,False,0.006734900306715235,Voting,Voting,False,0.26831778706721243
1,7,35,0,1,False,False,0.02559671233025339,False,0.0,False,0.025170288254283846,Voting,Voting,False,0.02559671233025339
448,5,261,3,7,False,True,0.7646718115792055,False,0.45,False,0.4075689270281347,Voting,Voting,True,0.7646718115792055
118,3,264,1,7,False,False,0.23974013605637856,False,0.4066666666666666,False,0.4989750449236681,Voting,Voting,False,0.23974013605637856
6,6,134,3,3,False,False,0.034913948860699984,False,0.0,False,0.07615265962917445,Voting,Voting,False,0.034913948860699984
4,17,221,1,4,False,False,0.06855543702430582,False,0.0,False,0.08245288410701389,Voting,Voting,False,0.06855543702430582
11,1,105,4,3,False,False,0.03412431897776996,False,0.0,False,0.0006150468766979906,Voting,Voting,False,0.03412431897776996
11,1,105,4,3,False,False,0.03412431897776996,False,0.0,False,0.0006150468766979906,Voting,Voting,False,0.03412431897776996
21,2,7,0,1,False,False,0.02382715564749045,False,0.0,False,0.1057471939230281,Voting,Voting,False,0.02382715564749045
300,10,25,0,1,False,False,0.2868645590081332,False,0.0,False,0.060614596831474014,Voting,Voting,False,0.2868645590081332
3,2,3,0,1,False,False,0.0225633356770424,False,0.0,False,0.1391991677328712,Voting,Voting,False,0.0225633356770424
1,2,203,1,3,False,False,0.035894142340663834,False,0.0,False,0.11046701267880016,Voting,Voting,False,0.035894142340663834
4,3,119,0,2,False,False,0.029598184203060044,False,0.0,False,0.03146885748136905,Voting,Voting,False,0.029598184203060044
15,7,46,0,1,False,False,0.02706810803085588,False,0.0,False,0.011300269549427838,Voting,Voting,False,0.02706810803085588
36,10,80,0,1,False,False,0.032560065600481136,False,0.0,False,0.09829042088944598,Voting,Voting,False,0.032560065600481136
20,1,99,1,7,False,False,0.032174492084564264,False,0.0,False,0.011058187721268129,Voting,Voting,False,0.032174492084564264
9,1,79,1,1,False,False,0.025592370108179576,False,0.075,False,0.007654170094098038,Voting,Voting,False,0.025592370108179576
155,25,489,7,4,True,True,0.7407049761591465,True,0.6,True,0.6632719710760213,Voting,Voting,True,0.7407049761591465
6,1,4,0,1,False,False,0.02254097914553953,False,0.0,False,0.04777789604145781,Voting,Voting,False,0.02254097914553953
3,1,3,0,1,True,False,0.10566520068640396,False,0.2598484848484849,False,0.490405301533178,Voting,Voting,False,0.10566520068640396
15,0,385,0,47,False,False,0.058559714291202776,False,0.0,False,0.09366427206598116,Voting,Voting,False,0.058559714291202776
28,2,8,0,1,False,False,0.02434385490528115,False,0.0,False,0.1318648106346215,Voting,Voting,False,0.02434385490528115
0,3,75,1,4,False,False,0.02841177355059378,False,0.0,False,0.03581256917522176,Voting,Voting,False,0.02841177355059378
344,11,543,1,5,False,False,0.4628571723199895,False,0.4,False,0.4985847559590739,Voting,Voting,False,0.4628571723199895
1,7,46,0,1,False,False,0.026122179130272063,False,0.0,False,0.05092385472163995,Voting,Voting,False,0.026122179130272063
4,8,299,1,5,True,False,0.056467438684025976,True,0.6,True,0.5888957603471313,Voting,Voting,False,0.056467438684025976
41,11,185,6,5,False,False,0.10939171335402832,False,0.0,False,0.12624936121923153,Voting,Voting,False,0.10939171335402832
10,1,5,0,1,False,False,0.02281442683794748,False,0.0,False,0.03835534238369244,Voting,Voting,False,0.02281442683794748
4,4,128,2,2,False,False,0.03019137909858745,False,0.0,False,0.03814794541474864,Voting,Voting,False,0.03019137909858745
36,9,207,0,7,False,False,0.04925763893715277,False,0.0,False,0.11954368893251535,Voting,Voting,False,0.04925763893715277
13,24,337,1,3,True,False,0.20609593051106967,False,0.3,False,0.13717088253649198,Voting,Voting,False,0.20609593051106967
17,0,150,0,3,False,False,0.03283278358815291,False,0.0,False,0.022220872223100117,Voting,Voting,False,0.03283278358815291
4,12,271,0,9,False,False,0.05906903342121006,False,0.2,False,0.1806474514402826,Voting,Voting,False,0.05906903342121006
252,5,505,3,4,False,False,0.4060451644238198,False,0.0,False,0.12683598023453302,Voting,Voting,False,0.4060451644238198
0,20,274,1,5,False,False,0.2819325441898746,True,0.5166666666666667,True,0.5018600956183028,Voting,Voting,False,0.2819325441898746
13,21,157,0,4,False,False,0.08310168671606079,False,0.0,False,0.03787134561645912,Voting,Voting,False,0.08310168671606079
83,1,129,1,7,False,False,0.04246529109291414,False,0.2,False,0.16906029232374165,Voting,Voting,False,0.04246529109291414
25,11,411,0,5,False,False,0.09960124635069736,False,0.0,False,0.15597803233924054,Voting,Voting,False,0.09960124635069736
0,0,23,0,1,False,False,0.02277540150178697,False,0.0,False,0.0510259395861132,Voting,Voting,False,0.02277540150178697
147,14,596,3,8,True,True,0.7303419710786884,True,0.7,True,0.7529501931195194,Voting,Voting,True,0.7303419710786884
0,23,291,1,5,False,False,0.3405977552998188,True,0.5266666666666666,False,0.4991674453386103,Voting,Voting,False,0.3405977552998188
1,7,125,0,1,False,False,0.0304814563035038,False,0.0,False,0.038709643937117136,Voting,Voting,False,0.0304814563035038
0,15,178,3,9,True,False,0.06371913833654945,False,0.1,False,0.14069172160571106,Voting,Voting,False,0.06371913833654945
21,10,71,0,1,False,False,0.030684022986953174,False,0.0,False,0.0981362669746228,Voting,Voting,False,0.030684022986953174
37,10,447,2,9,False,False,0.12713659693254173,False,0.1,False,0.11638341662350052,Voting,Voting,False,0.12713659693254173
15,2,6,0,1,False,False,0.02339974150515636,False,0.0,False,0.0569462618399547,Voting,Voting,False,0.02339974150515636
26,5,200,2,3,False,False,0.039951867966528616,False,0.0,False,0.08786443003365822,Voting,Voting,False,0.039951867966528616
1,1,15,0,1,False,False,0.02270244537011772,False,0.0,False,0.05808780072905264,Voting,Voting,False,0.02270244537011772
15,8,83,0,2,False,False,0.030755294831781594,False,0.0,False,0.044579023212837535,Voting,Voting,False,0.030755294831781594
28,10,83,0,3,False,False,0.20139149233194764,True,0.65,False,0.4983335220322724,Voting,Voting,False,0.20139149233194764
24,1,331,1,22,False,False,0.04429561748292237,False,0.0,False,0.08731991269885121,Voting,Voting,False,0.04429561748292237
0,1,1,0,1,False,False,0.02208899247093064,False,0.0,False,0.0048700918686374285,Voting,Voting,False,0.02208899247093064
10,1,89,0,3,False,False,0.02865942254537949,False,0.0,False,0.012688039576296457,Voting,Voting,False,0.02865942254537949
115,31,823,8,13,False,True,0.8086894912301247,True,1.0,True,0.6604761162614002,Voting,Voting,True,0.8086894912301247
0,0,13,0,0,False,False,0.18832932606288866,False,0.4166666666666667,False,0.4940892026178583,Voting,Voting,False,0.18832932606288866
21,2,7,0,1,False,False,0.024032509223351255,False,0.0,False,0.08639618667832275,Voting,Voting,False,0.024032509223351255
88,2,163,2,7,False,False,0.22082010056346246,False,0.2,False,0.4985629245440304,Voting,Voting,False,0.22082010056346246
14,1,46,1,1,False,False,0.025473382320196098,False,0.0,False,0.0766745885733786,Voting,Voting,False,0.025473382320196098
0,0,140,0,2,False,False,0.030703612168920508,False,0.0,False,0.040809621627948066,Voting,Voting,False,0.030703612168920508
0,12,155,0,2,False,False,0.039265622377171634,False,0.0,False,0.038062943830712834,Voting,Voting,False,0.039265622377171634
0,1,30,0,1,False,False,0.02361875495813331,False,0.0,False,0.05291770842754343,Voting,Voting,False,0.02361875495813331
21,11,80,0,1,False,False,0.032026737257382365,False,0.0,False,0.09105033853975422,Voting,Voting,False,0.032026737257382365
55,2,11,0,1,True,False,0.3599884752636924,True,0.875,True,0.702477899734041,Voting,Voting,False,0.3599884752636924
11,6,169,0,5,False,False,0.04029810617351248,False,0.0,False,0.05481306265958597,Voting,Voting,False,0.04029810617351248
18,19,360,0,6,False,False,0.15623096225918207,False,0.0,False,0.14529345208792616,Voting,Voting,False,0.15623096225918207
37,1,109,1,7,False,False,0.03723223110776742,False,0.0,False,0.1581879405155229,Voting,Voting,False,0.03723223110776742
1,2,2,0,1,False,False,0.02267689560769436,False,0.0,False,0.05400356794040132,Voting,Voting,False,0.02267689560769436
6,0,17,0,1,False,False,0.0232084674468373,False,0.0,False,0.05360014716195214,Voting,Voting,False,0.0232084674468373
17,0,128,0,5,False,False,0.034877297976504684,False,0.0,False,0.04980079946038685,Voting,Voting,False,0.034877297976504684
10,5,163,0,3,False,False,0.036322107413816335,False,0.0,False,0.0937217935252052,Voting,Voting,False,0.036322107413816335
61,1,154,1,7,False,False,0.3777137475963784,True,0.5611904761904762,True,0.7965128895686067,Voting,Voting,False,0.3777137475963784
0,10,237,2,4,False,False,0.05657476737954675,False,0.1,False,0.07145028246541871,Voting,Voting,False,0.05657476737954675
3,1,16,0,0,False,False,0.02212098873306036,False,0.0,False,0.07741047588139191,Voting,Voting,False,0.02212098873306036
0,2,44,0,2,False,False,0.025649003598450747,False,0.0,False,0.04229570228417495,Voting,Voting,False,0.025649003598450747
6,0,104,0,5,False,False,0.03234974129750825,False,0.0,False,0.05210204828284535,Voting,Voting,False,0.03234974129750825
0,4,52,0,1,False,False,0.02539182574426617,False,0.1,False,0.1409734337081011,Voting,Voting,False,0.02539182574426617
406,34,736,8,6,True,True,0.8598346021091426,False,0.4,True,0.5977362769924978,Voting,Voting,True,0.8598346021091426
36,1,342,0,4,False,False,0.06348743331597938,False,0.0,False,0.10608190380434293,Voting,Voting,False,0.06348743331597938
7,17,216,0,5,False,False,0.07404515020595394,False,0.0,False,0.03620363920499658,Voting,Voting,False,0.07404515020595394
13,13,226,1,1,False,False,0.04764834400336753,False,0.0,False,0.07495061705365359,Voting,Voting,False,0.04764834400336753
6,3,22,0,1,False,False,0.02404646912514285,False,0.0,False,0.023737955770323744,Voting,Voting,False,0.02404646912514285
3,0,35,0,1,False,False,0.023834284189415564,False,0.0,False,0.09036689689882126,Voting,Voting,False,0.023834284189415564
0,7,168,1,3,False,False,0.038280439078214684,False,0.0,False,0.13717981952785074,Voting,Voting,False,0.038280439078214684
18,7,255,0,5,False,False,0.3855037857063675,True,0.7,True,0.7246432328385967,Voting,Voting,False,0.3855037857063675
4,3,97,0,2,False,False,0.028998721994124718,False,0.0,False,0.024291746708906832,Voting,Voting,False,0.028998721994124718
40,0,119,0,7,False,False,0.20382049498580712,False,0.4583333333333333,False,0.498727575641247,Voting,Voting,False,0.20382049498580712
0,1,190,0,5,False,False,0.039031132621364505,False,0.0,False,0.103284242168761,Voting,Voting,False,0.039031132621364505
6,5,38,0,1,False,False,0.02539816214382395,False,0.0,False,0.08639902283987869,Voting,Voting,False,0.02539816214382395
3,1,3,0,1,False,False,0.1892916817306617,True,0.595,False,0.4997252065164606,Voting,Voting,False,0.1892916817306617
1,3,91,0,5,False,False,0.031857191980876484,False,0.0,False,0.025953458425373662,Voting,Voting,False,0.031857191980876484
457,6,454,2,7,False,True,0.6353652829271136,False,0.3533333333333333,True,0.5027650600317208,RandomForest,RandomForest,False,0.45909531443100093
28,9,65,0,1,False,False,0.030240191426520607,False,0.0,False,0.026615552877133405,Voting,Voting,False,0.030240191426520607
66,12,110,0,1,True,False,0.3732454617619534,True,0.7,True,0.7457128294022621,Voting,Voting,False,0.3732454617619534
3,0,90,0,6,False,False,0.031801770644468534,False,0.0,False,0.07524349620090774,Voting,Voting,False,0.031801770644468534
0,1,1,0,1,False,False,0.022388233902708263,False,0.0,False,0.021718365153315808,Voting,Voting,False,0.022388233902708263
11,1,81,2,3,False,False,0.031287278990138674,False,0.0,False,0.04562794613549132,Voting,Voting,False,0.031287278990138674
0,0,22,0,1,False,False,0.0231011502056768,False,0.0,False,0.06779377951576684,Voting,Voting,False,0.0231011502056768
15,2,6,0,1,False,False,0.02362426324660535,False,0.0,False,0.08295958507109807,Voting,Voting,False,0.02362426324660535
15,2,6,0,1,False,False,0.02362426324660535,False,0.0,False,0.08295958507109807,Voting,Voting,False,0.02362426324660535
0,5,94,0,1,False,False,0.02794178560252737,False,0.0,False,0.05154909730375242,Voting,Voting,False,0.02794178560252737
1,8,59,0,1,False,False,0.02743992492451076,False,0.0,False,0.05691041499750444,Voting,Voting,False,0.02743992492451076
8,9,219,1,4,False,False,0.04889126834556199,False,0.0,False,0.060719967045731085,Voting,Voting,False,0.04889126834556199
3,4,39,0,1,True,False,0.024940489617970026,False,0.0,False,0.07921742552607776,Voting,Voting,False,0.024940489617970026
53,2,211,0,7,False,False,0.04838376540539685,False,0.1,False,0.1018410919023318,Voting,Voting,False,0.04838376540539685
20,21,252,5,5,False,False,0.24653203765935802,False,0.0,False,0.02443163250015009,Voting,Voting,False,0.24653203765935802
4,0,90,0,1,False,False,0.02659452862346449,False,0.0,False,0.04205314580963514,Voting,Voting,False,0.02659452862346449
10,1,5,0,1,False,False,0.023088604871794063,False,0.0,False,0.09894895787953978,Voting,Voting,False,0.023088604871794063
0,0,11,0,0,False,False,0.021581589461171998,False,0.0,False,0.2241646497191892,Voting,Voting,False,0.021581589461171998
11,1,141,7,3,False,False,0.10272560866862968,False,0.0,False,0.12502738559692533,Voting,Voting,False,0.10272560866862968
1,4,30,0,2,False,False,0.02559524359037391,False,0.0,False,0.05955154057981675,Voting,Voting,False,0.02559524359037391
325,13,204,0,1,False,False,0.380971059318257,False,0.0,False,0.11862730668964468,Voting,Voting,False,0.380971059318257
0,4,63,1,3,False,False,0.029070427071447955,False,0.0,False,0.07973973259733168,Voting,Voting,False,0.029070427071447955
0,0,164,0,13,False,False,0.19929412950098785,False,0.20666666666666664,False,0.494873574639681,Voting,Voting,False,0.19929412950098785
492,6,441,2,7,False,True,0.8080764207881735,True,1.0,True,0.8761892682566655,Voting,Voting,True,0.8080764207881735
51,17,350,1,3,True,False,0.4579251435171813,False,0.4,True,0.8469421227286917,AdaBoost,AdaBoost,True,0.6524336331229366
11,1,129,6,3,False,False,0.2359953967676112,False,0.24,False,0.4972509424756488,Voting,Voting,False,0.2359953967676112
1,8,56,0,1,False,False,0.0272819011855576,False,0.1,False,0.053466310841686716,Voting,Voting,False,0.0272819011855576
10,16,495,3,3,True,False,0.2466136866585303,False,0.1,False,0.07917259084386788,Voting,Voting,False,0.2466136866585303
16,15,354,5,4,False,False,0.20377413651212048,False,0.0,False,0.1085952843708618,Voting,Voting,False,0.20377413651212048
21,3,174,0,19,False,False,0.029353835074234124,False,0.0,False,0.03752663695169022,Voting,Voting,False,0.029353835074234124
55,5,11,0,1,True,False,0.02690281863553118,False,0.1,False,0.09422045296851864,Voting,Voting,False,0.02690281863553118
24,13,448,1,5,True,False,0.15507688314390225,False,0.0,False,0.2623278529226682,Voting,Voting,False,0.15507688314390225
0,4,254,1,3,False,False,0.21014675527017865,True,0.5416666666666667,True,0.5022279721708877,Voting,Voting,False,0.21014675527017865
0,0,23,0,1,False,False,0.02229100134582769,False,0.0,False,0.037051226438517285,Voting,Voting,False,0.02229100134582769
66,5,12,0,1,False,False,0.027811951354222847,False,0.2,False,0.08591656118259279,Voting,Voting,False,0.027811951354222847
21,12,337,0,5,False,False,0.08019580101820066,False,0.16666666666666666,False,0.1808206271684264,Voting,Voting,False,0.08019580101820066
260,4,443,3,8,True,False,0.3912295303565892,True,0.6,False,0.13184239003604728,RandomForest,RandomForest,True,0.4956147651782946
21,7,73,0,2,False,False,0.02990937645863896,False,0.0,False,0.07553730574296573,Voting,Voting,False,0.02990937645863896
15,2,84,0,1,False,False,0.02679975765843975,False,0.0,False,0.08046236978147338,Voting,Voting,False,0.02679975765843975
1,0,45,0,4,False,False,0.025256835660289863,False,0.0,False,0.06698370090018532,Voting,Voting,False,0.025256835660289863
182,31,495,4,2,False,False,0.4444058099579925,False,0.2,False,0.1295934422064952,Voting,Voting,False,0.4444058099579925
177,26,380,10,4,False,False,0.41700035079979103,False,0.5,False,0.4172163919218902,Voting,Voting,False,0.41700035079979103
31,7,297,0,7,False,False,0.05732974651285967,False,0.05833333333333333,False,0.06351992862916911,Voting,Voting,False,0.05732974651285967
11,1,117,5,3,False,False,0.057688715237344826,False,0.0,False,0.004754398466325882,Voting,Voting,False,0.057688715237344826
6,0,4,0,1,False,False,0.021762327542502898,False,0.0,False,0.07316716935587964,Voting,Voting,False,0.021762327542502898
60,14,312,6,7,False,False,0.2887629841238111,False,0.1,False,0.297366573539216,Voting,Voting,False,0.2887629841238111
63,1,152,1,7,False,False,0.20546816578523971,False,0.2583333333333333,True,0.5006466391783221,Voting,Voting,False,0.20546816578523971
10,8,135,0,1,False,False,0.033104492663648497,False,0.0,False,0.010274864340232651,Voting,Voting,False,0.033104492663648497
31,0,64,0,1,False,False,0.026005576602611786,False,0.0,False,0.09181367536696926,Voting,Voting,False,0.026005576602611786
1,3,26,1,0,False,False,0.0229713481123054,False,0.0,False,0.041626387873425305,Voting,Voting,False,0.0229713481123054
0,14,402,0,17,False,False,0.05514109487558238,False,0.1,False,0.07766058072122442,Voting,Voting,False,0.05514109487558238
8,0,26,0,1,False,False,0.022815371814721545,False,0.0,False,0.08818722446544107,Voting,Voting,False,0.022815371814721545
3,1,16,0,0,False,False,0.021779689764682482,False,0.0,False,0.047656514936205915,Voting,Voting,False,0.021779689764682482
8,15,361,0,8,True,False,0.10272172372704606,False,0.0,False,0.1307733557861606,Voting,Voting,False,0.10272172372704606
1,0,2,0,1,False,False,0.021446699735412588,False,0.0,False,0.009190458024123709,Voting,Voting,False,0.021446699735412588
21,1,109,1,7,False,False,0.03132993594447498,False,0.0,False,0.07714636362187613,Voting,Voting,False,0.03132993594447498
6,1,79,5,1,False,False,0.0427151192945078,False,0.0,False,0.02030104126380348,Voting,Voting,False,0.0427151192945078
53,14,360,6,4,False,True,0.6433659214392605,False,0.2,False,0.31236147725973484,Voting,Voting,True,0.6433659214392605
9,0,91,5,1,False,False,0.043984408563145866,False,0.0,False,0.0106749882182234,Voting,Voting,False,0.043984408563145866
16,2,112,1,2,False,False,0.029706290136042174,False,0.0,False,0.05050827809413183,Voting,Voting,False,0.029706290136042174
0,3,78,0,3,False,False,0.027395365215651158,False,0.0,False,0.03734172194032992,Voting,Voting,False,0.027395365215651158
10,5,5,0,1,False,False,0.02375957107428246,False,0.0,False,0.049229428941344584,Voting,Voting,False,0.02375957107428246
51,5,183,0,3,False,False,0.0405280437229244,False,0.05,False,0.2660913837444837,Voting,Voting,False,0.0405280437229244
4,7,111,0,3,False,False,0.03207922863084263,False,0.0,False,0.03956333594909957,Voting,Voting,False,0.03207922863084263
0,2,1,0,1,False,False,0.021927905875633102,False,0.0,False,0.035384374901686895,Voting,Voting,False,0.021927905875633102
6,22,413,1,6,False,False,0.4435867676381607,False,0.325,True,0.5013446449657408,Voting,Voting,False,0.4435867676381607
3,7,187,0,4,False,False,0.03908917312668527,False,0.0,False,0.011143394677431395,Voting,Voting,False,0.03908917312668527
27,11,220,1,4,False,False,0.05285034284166972,False,0.0,False,0.2322514372928089,Voting,Voting,False,0.05285034284166972
26,0,134,0,1,False,False,0.02983551396337088,False,0.0,False,0.029161487321809162,Voting,Voting,False,0.02983551396337088
10,0,75,0,2,False,False,0.1927164382374553,True,0.5166666666666666,False,0.4964663292030506,Voting,Voting,False,0.1927164382374553
21,11,190,4,3,False,False,0.07134586530786964,False,0.0,False,0.03851505177850124,Voting,Voting,False,0.07134586530786964
107,21,765,5,9,False,False,0.4620555951496092,False,0.3,False,0.2453886833745662,Voting,Voting,False,0.4620555951496092
1,2,17,0,1,False,False,0.0226666860159673,False,0.0,False,0.1116094367787384,Voting,Voting,False,0.0226666860159673
143,3,309,2,7,False,False,0.4389723318189216,True,0.8333333333333333,True,0.8214108122799836,Voting,Voting,False,0.4389723318189216
1,1,16,0,1,False,False,0.0223086660338096,False,0.0,False,0.033576785137702035,Voting,Voting,False,0.0223086660338096
2,6,57,1,1,True,False,0.02670231406577162,False,0.1,False,0.06628249118448244,Voting,Voting,False,0.02670231406577162
300,8,25,0,1,False,False,0.23035138957205115,False,0.0,False,0.0455868068211394,Voting,Voting,False,0.23035138957205115
3,0,3,0,1,False,False,0.021579744415097152,False,0.057142857142857134,False,0.03539695405054322,Voting,Voting,False,0.021579744415097152
0,7,298,1,6,False,False,0.3900524210796797,True,0.5866666666666667,True,0.5364492201854936,Voting,Voting,False,0.3900524210796797
263,1,724,0,7,False,False,0.4604005151215811,False,0.1,False,0.13157315615094348,Voting,Voting,False,0.4604005151215811
15,3,6,0,1,False,False,0.02324479155505967,False,0.0,False,0.06875774251189662,Voting,Voting,False,0.02324479155505967
0,3,78,0,3,False,False,0.027395365215651158,False,0.0,False,0.03734172194032992,Voting,Voting,False,0.027395365215651158
16,2,112,1,2,False,False,0.029706290136042174,False,0.0,False,0.05050827809413183,Voting,Voting,False,0.029706290136042174
9,0,91,5,1,False,False,0.043984408563145866,False,0.0,False,0.0106749882182234,Voting,Voting,False,0.043984408563145866
51,14,361,6,5,False,True,0.6476199548831667,False,0.1,False,0.3116205416474678,Voting,Voting,True,0.6476199548831667
6,1,79,5,1,False,False,0.0427151192945078,False,0.0,False,0.02030104126380348,Voting,Voting,False,0.0427151192945078
42,3,204,0,19,False,False,0.03283292168211518,False,0.15,False,0.046595094935119805,Voting,Voting,False,0.03283292168211518
21,1,109,1,7,True,False,0.03132993594447498,False,0.0,False,0.07714636362187613,Voting,Voting,False,0.03132993594447498
3,7,186,0,4,False,False,0.03899140630617818,False,0.0,False,0.007808096956323395,Voting,Voting,False,0.03899140630617818
27,11,220,1,4,False,False,0.05285034284166972,False,0.0,False,0.2322514372928089,Voting,Voting,False,0.05285034284166972
26,0,134,0,1,False,False,0.02983551396337088,False,0.0,False,0.029161487321809162,Voting,Voting,False,0.02983551396337088
378,8,28,0,1,False,False,0.3740127792778117,False,0.0,False,0.07745959714699945,Voting,Voting,False,0.3740127792778117
10,5,5,0,1,False,False,0.02375957107428246,False,0.0,False,0.049229428941344584,Voting,Voting,False,0.02375957107428246
51,5,183,0,3,False,False,0.0405280437229244,False,0.05,False,0.2660913837444837,Voting,Voting,False,0.0405280437229244
4,7,111,0,3,False,False,0.03207922863084263,False,0.0,False,0.03956333594909957,Voting,Voting,False,0.03207922863084263
0,7,168,1,3,False,False,0.04291111478621066,False,0.0,False,0.15470910722163084,Voting,Voting,False,0.04291111478621066
