dit,rfc,lcom,ca,npm,lcom3,loc,dam,cbm,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
1,5,0,2,2,0.0,42,0.0,0,True,False,0.13661109483625464,False,0.0,False,0.26309288403565856,AdaBoost
1,4,6,5,4,2.0,4,0.0,0,False,False,0.04568754356732693,False,0.0,False,0.14959881959178464,AdaBoost
2,34,141,1,20,0.957393484,423,0.31578947399999996,6,True,True,0.9376607590990949,True,1.0,True,0.8210646056094579,AdaBoost
1,10,1,1,0,2.0,82,0.0,0,False,False,0.042851549205434165,False,0.3,False,0.4653311616068906,AdaBoost
2,12,22,1,7,0.8857142859999999,102,0.8,2,True,False,0.4927191903282222,True,1.0,True,0.8383446753791319,AdaBoost
2,9,14,5,6,0.7857142859999999,73,0.0,0,False,False,0.1770523282054277,False,0.4,True,0.534974745318358,AdaBoost
1,141,651,3,7,0.766925638,1861,0.705882353,0,True,True,0.8229309800163919,True,0.8,True,0.7716041863886108,AdaBoost
2,35,1,1,16,0.670588235,276,0.8,6,True,True,0.8715692163604768,True,0.9,True,0.8237515805474601,AdaBoost
1,19,0,7,8,0.642857143,333,0.5,0,True,False,0.4417554108271822,False,0.4,False,0.43642471327124666,AdaBoost
1,1,0,6,1,2.0,1,0.0,0,False,False,0.03260588246825053,False,0.0,False,0.04997354550950504,AdaBoost
2,41,82,1,22,0.766304348,438,0.875,6,True,True,0.9547929604202162,True,1.0,True,0.8716222079471552,AdaBoost
1,16,4,1,4,0.333333333,82,0.0,0,True,False,0.14281611918497464,False,0.0,False,0.3696514339471273,AdaBoost
2,29,43,2,9,0.85,154,0.5,6,True,True,0.8769667892473398,True,1.0,True,0.7144192145139538,AdaBoost
2,21,43,2,9,0.85,117,0.0,6,True,True,0.8397240279681076,True,1.0,True,0.92284869241389,AdaBoost
2,21,49,2,9,0.933333333,107,0.333333333,6,True,True,0.8541090095488202,True,1.0,True,0.9427974433338006,AdaBoost
2,60,255,1,36,0.924924925,801,0.518518519,6,True,True,0.9852022625129484,True,1.0,True,0.6743307867418531,AdaBoost
2,101,665,1,41,0.836956522,997,1.0,18,False,True,0.66626790828636,False,0.5,True,0.5302933936625125,RandomForest
3,19,0,2,7,1.142857143,161,0.5,5,True,True,0.5186836637767359,True,0.7,True,0.7114114750135446,AdaBoost
1,29,0,0,24,0.38888888899999996,629,1.0,1,False,False,0.25080028889469724,True,0.7,True,0.5358904378129904,Voting
2,14,45,2,10,1.111111111,52,0.5,0,True,False,0.2931725048432145,True,0.8,True,0.8154987384154602,AdaBoost
1,8,1,2,2,2.0,24,0.0,0,False,False,0.03826514429886741,False,0.1,False,0.17170606934899615,AdaBoost
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.8685393202477724,True,1.0,True,0.9715818179652884,AdaBoost
3,65,0,3,9,0.375,644,0.0,5,True,True,0.9797244558881816,True,0.7,True,0.5997897809497458,AdaBoost
1,29,0,4,24,0.38888888899999996,629,1.0,1,False,False,0.2476924908829093,True,0.6,True,0.5411128248251836,Voting
2,21,43,2,9,0.85,106,0.5,6,True,True,0.8596738600716205,True,1.0,True,0.9172970059936632,AdaBoost
1,9,36,5,9,2.0,9,0.0,0,False,False,0.04724999794361942,False,0.3,False,0.3318489888150016,AdaBoost
1,89,0,4,41,1.0,361,0.066666667,0,True,True,0.626960761358691,False,0.5,True,0.5751692315257785,AdaBoost
1,1,0,3,1,2.0,1,0.0,0,False,False,0.032604590521715444,False,0.0,False,0.05612396270412808,AdaBoost
2,24,56,2,11,0.7777777779999999,141,0.666666667,6,True,True,0.8734449547052657,True,1.0,True,0.922878674989417,AdaBoost
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8709631889718855,True,1.0,True,0.9533494898401912,AdaBoost
2,12,3,2,9,0.916666667,87,0.5,2,True,True,0.5474438753337855,True,1.0,True,0.6978846756186551,AdaBoost
1,32,20,2,8,0.625,291,1.0,0,False,False,0.08808199119392619,True,0.7,True,0.6156907920518858,Voting
2,21,49,2,9,0.85,106,0.5,6,True,True,0.8592444269699447,True,1.0,True,0.9351652580470692,AdaBoost
2,49,0,8,11,0.757575758,269,0.333333333,5,False,True,0.8939819131036102,False,0.3,True,0.5436816529364917,RandomForest
2,24,46,1,10,1.0,145,0.166666667,6,True,True,0.8546912956031169,True,0.9,True,0.8862003682720936,AdaBoost
2,50,327,2,28,0.7758620690000001,505,0.833333333,6,True,True,0.9644554390278156,True,1.0,True,0.8536445402073608,AdaBoost
2,35,37,1,16,0.8067226890000001,287,0.571428571,6,True,True,0.9325180551212298,True,0.9,True,0.7420373407203492,AdaBoost
1,51,3,0,6,0.083333333,282,1.0,0,False,False,0.4746062129344622,True,0.9,True,0.7691295379811344,Voting
2,13,36,2,9,1.125,62,0.0,0,True,False,0.4882025918941225,True,1.0,True,0.91905553793278,AdaBoost
1,24,4,1,2,0.333333333,146,1.0,0,False,False,0.074399781633592,False,0.2,False,0.20412676534181906,AdaBoost
2,23,46,2,10,0.818181818,122,0.5,6,True,True,0.8709631889718855,True,1.0,True,0.9533494898401912,AdaBoost
2,74,94,3,20,0.897435897,490,0.384615385,7,True,True,0.9882683863820142,True,1.0,True,0.6919064236833434,AdaBoost
1,45,5,1,6,0.55,247,0.0,0,True,True,0.5218728987221243,True,0.6,True,0.5676697725166602,AdaBoost
1,35,16,2,8,0.727272727,359,0.5555555560000001,0,True,False,0.4576256303199946,True,0.9,True,0.7125410879600377,AdaBoost
2,12,4,0,4,0.666666667,44,1.0,1,False,False,0.12571083832719515,False,0.1,False,0.3821216780345073,AdaBoost
2,15,4,3,5,0.428571429,90,1.0,1,False,False,0.14297749461203485,False,0.0,False,0.2327569175530103,AdaBoost
2,41,6,1,2,0.75,181,1.0,1,False,False,0.1970506305974193,False,0.1,False,0.2851788768944837,AdaBoost
2,40,103,2,16,0.848739496,327,0.0,6,True,True,0.8281182931892904,True,1.0,True,0.7959511545375036,AdaBoost
2,64,162,3,46,0.861702128,891,0.95,6,True,True,0.9435957914604028,True,1.0,True,0.8443170591725669,AdaBoost
1,29,1,7,1,0.0,257,1.0,0,False,False,0.12285907482666412,True,0.6,False,0.3860602350015234,AdaBoost
4,8,6,3,4,2.0,20,0.0,0,True,False,0.3907456405389378,True,0.5666666666666667,False,0.4506874542666511,RandomForest
2,87,1362,17,17,0.927083333,1806,1.0,7,False,True,0.9246115892009928,True,0.7,True,0.5687285962866672,AdaBoost
2,6,10,20,5,1.25,13,0.0,0,False,False,0.4996669790191569,False,0.4,False,0.221763976520118,AdaBoost
1,19,15,2,5,2.0,171,0.0,0,True,False,0.3844582237689296,False,0.3,True,0.5178156144596247,AdaBoost
2,17,36,1,7,1.125,72,0.0,6,True,True,0.6805309771138032,True,1.0,True,0.9612524702845936,AdaBoost
1,35,198,1,28,0.841750842,388,1.0,0,True,False,0.4568310030510028,False,0.4166666666666667,True,0.5727365200968244,AdaBoost
2,66,664,4,46,0.902083333,728,0.95,6,True,True,0.912042287100725,True,1.0,True,0.7054443189477819,AdaBoost
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.7556969831284155,True,1.0,True,0.9240956704255356,AdaBoost
2,21,43,2,9,0.85,116,0.5,6,True,True,0.7412560363854078,True,0.9,True,0.957401069668918,AdaBoost
2,61,367,1,36,0.854054054,807,0.933333333,6,True,True,0.9271999836367374,True,0.9,True,0.6997069744038156,AdaBoost
2,39,204,2,21,0.8826086959999999,418,0.7,6,True,True,0.8628505146871864,True,1.0,True,0.8999359695580171,AdaBoost
2,60,187,4,34,0.747474747,728,0.8888888890000001,3,True,True,0.5673736217835553,True,0.6,True,0.820343224416442,AdaBoost
2,44,171,3,28,0.863888889,406,0.916666667,6,True,True,0.8845731329802647,True,1.0,True,0.8975273212597118,AdaBoost
2,13,36,2,9,1.125,62,0.0,0,True,True,0.510029711084433,True,1.0,True,0.9266023194292359,AdaBoost
1,17,9,4,11,0.25,85,1.0,0,False,False,0.08506360410290142,False,0.1,False,0.2016699727325421,AdaBoost
1,21,3,0,2,2.0,112,0.0,0,False,False,0.3846459447826354,False,0.3,True,0.5002307368856047,AdaBoost
1,24,1,1,1,0.75,121,1.0,0,False,False,0.06388412288895425,False,0.0,False,0.04482050949136095,AdaBoost
2,22,46,3,10,0.818181818,128,0.5,6,True,True,0.7490822421579506,True,1.0,True,0.9525197229718444,AdaBoost
1,4,6,1,4,2.0,4,0.0,0,False,False,0.3715089518925741,False,0.4,True,0.7772649066332943,AdaBoost
1,5,0,3,3,0.666666667,28,1.0,0,False,False,0.051498105447717206,False,0.0,False,0.3786336565814102,AdaBoost
2,33,81,1,16,0.764705882,308,0.8,6,True,True,0.7954194422584164,True,1.0,True,0.8777236651385188,AdaBoost
3,13,3,2,10,0.7222222220000001,73,0.5,2,True,True,0.7426416405481379,True,0.9,True,0.5433891059642131,AdaBoost
1,11,0,2,5,0.0,170,1.0,0,True,False,0.4278289250334062,False,0.4,False,0.3931683744859703,AdaBoost
1,34,0,2,10,0.566666667,210,1.0,0,False,False,0.09022172743678668,False,0.2,True,0.5238057341502289,AdaBoost
1,16,9,5,3,1.164242424,1460,0.0036363640000000004,0,False,False,0.3593856908330124,True,0.7,True,0.5701492818634988,Voting
2,21,49,2,9,0.85,106,0.5,6,True,True,0.7408359724008605,True,1.0,True,0.9713485987703177,AdaBoost
1,2,0,1,0,2.0,6,0.0,0,False,False,0.036785958215294685,False,0.0,False,0.09660022147206154,AdaBoost
2,21,43,2,9,0.85,116,0.5,6,True,True,0.7412560363854078,True,0.9,True,0.957401069668918,AdaBoost
2,32,0,2,9,0.125,172,0.0,1,False,True,0.6207018113804151,False,0.5,True,0.5190583249468333,RandomForest
1,31,3,1,9,0.222222222,183,0.0,0,True,True,0.5407854069686021,False,0.5,True,0.5136176251763833,AdaBoost
1,65,290,13,18,0.9626485570000001,732,1.0,0,False,True,0.6007170869627078,True,0.8,True,0.5885872861187135,AdaBoost
1,30,34,6,9,0.690909091,306,1.0,0,True,False,0.07981155300827215,False,0.3,False,0.4137021468508417,AdaBoost
2,28,61,4,11,0.807692308,245,0.5,5,True,False,0.3921010259349263,False,0.3,True,0.6133943580046118,AdaBoost
1,41,21,4,14,0.564102564,243,0.0,0,True,True,0.5362440230731366,False,0.45,False,0.4909625995761209,Voting
2,22,2,2,8,0.666666667,202,0.166666667,2,True,False,0.27346236065889296,False,0.5,False,0.4244175069471597,AdaBoost
2,23,54,2,10,0.9090909090000001,117,0.333333333,6,True,True,0.7531357382469241,True,1.0,True,0.8916347451052896,AdaBoost
2,47,28,1,11,0.636363636,353,1.0,6,False,False,0.4747954649037792,False,0.5,True,0.585767232941875,AdaBoost
2,46,105,1,20,0.920634921,422,0.4,6,True,True,0.8973410934740068,True,1.0,True,0.8002790332547731,AdaBoost
1,5,0,1,4,1.125,33,0.25,0,False,False,0.4069788536030752,False,0.3,False,0.4001091457250058,AdaBoost
4,8,6,2,4,2.0,20,0.0,0,True,False,0.21812549138600454,False,0.0,False,0.28831790313669,AdaBoost
2,22,54,2,10,0.954545455,119,0.25,6,True,True,0.7428232195059996,True,1.0,True,0.9248965608220486,AdaBoost
1,20,0,2,3,0.369047619,441,1.0,0,True,False,0.09235712101714294,False,0.5,False,0.4693781726708319,AdaBoost
2,32,72,3,15,0.791666667,282,0.833333333,6,True,True,0.7960620177964094,True,1.0,True,0.8650139873691397,AdaBoost
2,24,46,1,10,0.818181818,141,0.5,6,True,True,0.7651508823904143,True,1.0,True,0.9586064804825744,AdaBoost
2,22,46,2,10,0.818181818,127,0.5,6,True,True,0.7602246059062917,True,1.0,True,0.9787833009360478,AdaBoost
3,28,120,1,16,1.066666667,104,0.0,0,True,True,0.692403577226527,True,0.7,True,0.736210791718539,AdaBoost
1,6,15,6,6,2.0,6,0.0,0,False,False,0.04043612951089265,False,0.2,False,0.12519157769294498,AdaBoost
2,14,45,2,10,1.111111111,67,0.333333333,0,True,False,0.4932103091845528,True,1.0,True,0.9412096277797248,AdaBoost
3,34,19,2,13,1.076923077,379,1.0,4,True,False,0.4961496757006179,False,0.5,True,0.5937394364058528,AdaBoost
1,30,48,2,9,0.818181818,322,1.0,0,True,False,0.07762068870222305,True,0.8,True,0.5351298086565455,AdaBoost
3,9,10,1,5,1.25,28,0.0,3,True,True,0.6861671016109835,True,1.0,True,0.8396884444437859,AdaBoost
1,0,0,4,0,2.0,0,0.0,0,False,False,0.03403579948595592,False,0.0,False,0.02834452896275108,AdaBoost
3,15,26,2,7,0.857142857,219,0.25,1,True,True,0.7079604766802516,True,0.6,True,0.6233304777039422,AdaBoost
2,23,0,7,8,0.14285714300000002,115,1.0,1,False,False,0.2031457415927292,True,0.7,True,0.504212729289293,Voting
2,41,0,0,22,0.7173913040000001,411,0.875,6,True,True,0.8901605952818382,True,1.0,True,0.8226082105226422,AdaBoost
1,6,2,3,4,0.75,36,1.0,0,False,False,0.0584473104590121,False,0.0,False,0.12673817200930684,AdaBoost
3,7,4,3,5,0.5,29,1.0,0,False,True,0.6071801855790229,True,0.8,True,0.7976461207748993,AdaBoost
3,24,0,2,8,0.666666667,171,0.5,6,True,True,0.9146985564878656,True,0.9,True,0.7041014629774842,AdaBoost
1,17,0,3,3,0.0,116,1.0,0,False,False,0.1064614352207962,True,0.7,False,0.3852836981585007,AdaBoost
1,2,0,0,1,2.0,51,0.0,0,True,False,0.36891804821177465,False,0.0,False,0.23869334858186286,AdaBoost
1,165,62,1,5,0.818181818,1358,0.5,0,True,True,0.8945956889416334,True,0.7,True,0.5860719928252378,AdaBoost
2,54,348,6,35,0.843253968,661,0.9285714290000001,6,True,True,0.9426972438866822,True,1.0,True,0.7825608548649378,AdaBoost
1,25,24,6,8,0.8636363640000001,319,1.0,0,False,False,0.4045991870986649,True,0.9,True,0.5854673092372858,Voting
2,22,54,2,10,0.818181818,117,0.5,6,True,True,0.7598334493424762,True,1.0,True,0.9782796687363676,AdaBoost
2,48,44,4,13,0.75,298,1.0,6,True,False,0.4802566850802394,True,0.6,True,0.6369952997270429,AdaBoost
2,24,46,0,10,0.818181818,141,0.5,6,True,True,0.7670363363700742,True,1.0,True,0.9166808275006212,AdaBoost
1,104,87,5,22,0.7482758620000001,1151,0.6,0,True,True,0.8686005380476342,True,0.9,True,0.6161076051478044,AdaBoost
2,30,107,2,16,0.794117647,259,0.833333333,6,True,True,0.7983562221661336,True,1.0,True,0.902209758886905,AdaBoost
1,24,2,0,4,0.666666667,117,0.0,0,False,False,0.4722199845284845,False,0.2,False,0.4409267325289064,AdaBoost
1,56,197,4,16,0.8138528140000001,378,0.545454545,0,True,False,0.17093053215299034,True,0.7,True,0.6152145074448617,AdaBoost
1,17,0,2,7,0.571428571,134,1.0,0,False,False,0.0778114635184022,False,0.3,True,0.5496845217086753,AdaBoost
2,32,114,2,18,0.894736842,361,0.5,6,True,True,0.8440081763769843,True,0.9,True,0.8462206434442661,AdaBoost
1,53,331,3,24,0.8735632179999999,767,0.0,0,True,False,0.3802255017380614,True,0.6,False,0.4922938480626038,RandomForest
1,2,1,5,2,2.0,2,0.0,0,False,False,0.030587328019413412,False,0.0,False,0.03980788669007873,AdaBoost
1,376,6636,5,95,0.9423564190000001,3629,0.72972973,0,True,True,0.6676771435482819,True,0.9,True,0.8309583080320901,AdaBoost
1,1,0,6,1,2.0,1,0.0,0,False,False,0.029754313959770826,False,0.0,False,0.08790441850863873,AdaBoost
2,23,25,3,9,0.8,183,0.5,6,True,True,0.8939468871310888,True,0.8,True,0.8515102022636389,AdaBoost
1,28,0,2,7,0.571428571,426,1.0,0,True,False,0.07774104660415437,False,0.4,False,0.4965619450157949,AdaBoost
1,43,595,184,32,2.0,379,0.0,0,True,False,0.4875399902485251,False,0.5,False,0.3821385747640033,AdaBoost
2,8,21,0,7,1.0,26,1.0,2,True,False,0.1510135901499546,False,0.3,True,0.7316712549968518,AdaBoost
1,2,1,5,2,2.0,2,0.0,0,False,False,0.030587328019413412,False,0.0,False,0.03980788669007873,AdaBoost
2,21,49,2,9,0.933333333,106,0.333333333,6,True,True,0.8841263697078233,True,1.0,True,0.9397565981710008,AdaBoost
2,15,45,2,10,1.111111111,59,0.333333333,0,True,False,0.4752551604930284,True,1.0,True,0.9049644019704792,AdaBoost
2,31,43,1,15,0.833333333,229,0.666666667,5,False,True,0.5427621105704193,False,0.4,False,0.3254080442479465,AdaBoost
3,8,10,2,4,1.25,26,0.0,2,True,True,0.6582317952900366,True,1.0,True,0.6040310560181495,AdaBoost
2,51,0,3,26,0.731481481,237,0.75,6,True,True,0.9733818265533128,True,0.6,True,0.5479045710990592,AdaBoost
2,23,0,10,11,0.642857143,271,1.0,2,False,True,0.578658723878129,False,0.2,False,0.4331508349245039,AdaBoost
2,14,33,1,11,0.9,66,0.75,2,True,True,0.5596852432224979,True,0.8,True,0.7589914434091191,AdaBoost
1,62,15,2,6,0.644444444,785,1.0,0,True,True,0.5473705670336529,True,0.7,True,0.6661320876300603,AdaBoost
2,47,195,3,27,0.875,484,0.833333333,5,True,True,0.941304957755748,True,0.9,True,0.6889133271952809,AdaBoost
2,36,221,5,21,0.727272727,350,0.75,6,True,True,0.943214593721119,True,1.0,True,0.9437125192697088,AdaBoost
2,39,1,8,12,0.692307692,243,0.5,6,True,True,0.6062669611818992,False,0.1,True,0.5559521226641344,AdaBoost
3,8,10,1,4,1.25,26,0.0,2,True,True,0.6613031683181196,True,1.0,True,0.838726711595965,AdaBoost
1,9,0,1,3,0.0,86,0.0,0,False,False,0.4972959401892503,True,0.8,True,0.5121012325948654,Voting
2,29,34,2,13,0.854166667,179,0.5,5,False,True,0.8620940984844374,True,0.7,True,0.6734823684267662,AdaBoost
2,23,66,2,11,0.805555556,140,0.666666667,6,True,True,0.890758987418563,True,1.0,True,0.9759859211093609,AdaBoost
2,13,36,2,9,1.125,62,0.0,0,True,False,0.492713587694677,True,1.0,True,0.8737113807058933,AdaBoost
1,56,60,25,12,1.0,415,0.25,0,True,True,0.7369787675500449,False,0.5,True,0.5463560588657739,AdaBoost
1,20,9,2,7,0.833333333,173,1.0,0,True,False,0.384280064133981,False,0.5,False,0.4587206199328232,AdaBoost
2,14,45,2,10,1.111111111,63,0.333333333,0,True,False,0.4740391048754695,True,1.0,True,0.9076545351717356,AdaBoost
2,21,49,2,9,0.933333333,107,0.333333333,6,True,True,0.8841356609339345,True,1.0,True,0.9395266378917156,AdaBoost
2,108,1491,5,56,0.957965532,1287,0.487179487,6,True,True,0.9518207238344184,True,1.0,True,0.8226117368269117,AdaBoost
1,4,6,3,4,2.0,4,0.0,0,False,False,0.0321392189839241,False,0.0,False,0.11544784012769835,AdaBoost
2,35,109,1,17,0.817460317,265,0.857142857,6,True,True,0.9228570158960809,True,1.0,True,0.8758957275296997,AdaBoost
1,49,0,0,4,0.0,492,1.0,0,True,False,0.1314647707806048,True,0.6,False,0.429753651811716,RandomForest
2,17,30,3,6,0.75,55,1.0,1,False,False,0.1369643519098505,False,0.3,False,0.3798569360396497,AdaBoost
4,2,0,140,1,2.0,5,0.0,0,False,True,0.9395144440260172,False,0.2,False,0.3790449195291082,AdaBoost
1,8,1,0,2,2.0,28,0.0,0,True,False,0.032165115844537684,False,0.0,False,0.11736044663939045,AdaBoost
2,10,9,2,7,0.944444444,69,0.666666667,2,True,False,0.20614721495872385,True,0.9,True,0.6494926239687128,AdaBoost
2,32,43,1,15,0.833333333,253,0.666666667,5,False,True,0.5465772239556813,False,0.3,False,0.2740208929382373,AdaBoost
