dit,noc,cbo,lcom,ca,npm,cam,ic,cbm,amc,avg_cc,bug,Voting_Prediction,Voting_Pred_Prob,RandomForest_Prediction,RandomForest_Pred_Prob,AdaBoost_Prediction,AdaBoost_Pred_Prob,selectedEnsemble
3,3,9,37,3,4,0.3,1,1,10.27272727,0.8182,True,False,0.07495490409924516,False,0.1,False,0.29112850507737353,AdaBoost
1,0,8,300,3,27,0.13636363599999998,0,0,7.428571429,1.1429,False,True,0.5103940599393283,False,0.3,False,0.4709477018223783,AdaBoost
2,2,20,93,7,9,0.2,1,1,19.61111111,0.9444,True,False,0.06830413714277217,False,0.3,True,0.5792322774010633,AdaBoost
2,0,2,7,0,6,0.314285714,1,1,4.285714286,0.7143,False,False,0.0517231282048676,False,0.2,False,0.20438145663186047,AdaBoost
2,1,56,2573,15,61,0.069256757,1,1,18.82666667,1.36,True,True,0.7706666291790295,True,1.0,True,0.5572659720579592,AdaBoost
2,0,9,10,3,5,0.36,1,1,5.0,0.6,False,False,0.04382161593721528,False,0.1,False,0.121039796625449,AdaBoost
2,1,45,992,2,42,0.093617021,0,0,15.72916667,1.2292,False,False,0.4359596815090557,False,0.3,False,0.3951502452119938,AdaBoost
1,0,8,16,0,7,0.267857143,0,0,18.625,1.0,False,False,0.06906892309432923,False,0.0,False,0.14911170055153924,AdaBoost
3,0,12,15,3,3,0.32857142899999997,1,2,20.85714286,1.2857,True,False,0.05218697973312065,False,0.3,False,0.4474649693516223,AdaBoost
3,0,17,8,3,3,0.314285714,1,1,57.8,5.0,False,True,0.8586039365885197,True,0.6,False,0.3960633104936598,AdaBoost
5,0,3,3,2,3,0.7777777779999999,0,0,4.333333333,0.0,False,False,0.06545592134907106,False,0.1,False,0.1157997960457135,AdaBoost
4,0,2,0,1,3,0.5,0,0,9.666666667000001,0.6667,False,False,0.08610713314760131,False,0.4,False,0.4190629248310184,AdaBoost
3,0,9,8,0,3,0.4,1,2,15.4,1.2,False,False,0.046155359083346,False,0.0,False,0.2752374244029786,AdaBoost
0,0,5,0,1,9,0.37037037,0,0,22.55555556,0.8889,False,False,0.06054781205570901,False,0.3,False,0.4122330156252987,AdaBoost
2,0,15,11,3,6,0.355555556,1,1,16.6,1.1,True,False,0.3836156990741641,False,0.4,False,0.4547526670601608,AdaBoost
0,0,17,102,4,10,0.222222222,0,0,10.3125,1.125,False,False,0.0629406597883319,False,0.1,False,0.12275652801622892,AdaBoost
1,0,3,15,3,6,0.5555555560000001,0,0,0.0,1.0,False,False,0.0638958751987208,False,0.1,False,0.12152714779411115,AdaBoost
4,0,3,1,2,2,0.833333333,0,0,4.5,0.0,False,False,0.051934443421315146,False,0.1,False,0.12876154459426434,AdaBoost
3,0,9,26,1,9,0.307692308,1,1,16.15384615,1.3846,True,False,0.07925208084164141,False,0.3,False,0.4816196421838189,AdaBoost
2,0,21,627,3,38,0.10526315800000001,0,0,7.368421053,1.0263,True,False,0.4572047318729769,False,0.1,False,0.336439232213228,AdaBoost
3,0,11,71,4,13,0.271428571,2,7,11.14285714,1.3571,False,False,0.3558030673621442,False,0.0,False,0.1674663622595219,AdaBoost
2,0,13,54,1,4,0.305555556,1,1,15.76923077,1.1538,True,False,0.04880826446292552,False,0.1,False,0.3630072140008717,AdaBoost
3,0,3,0,1,2,0.4375,2,3,20.25,1.25,False,False,0.3687462154327736,False,0.2,False,0.398658314083416,AdaBoost
0,0,10,2,1,3,0.833333333,0,0,16.0,0.5,False,False,0.026684910474169182,False,0.0,False,0.08142442697992887,AdaBoost
1,4,5,9,5,5,0.5,0,0,2.666666667,0.6667,False,False,0.09260150795188038,False,0.3,False,0.16539613101140138,AdaBoost
2,0,12,22,3,8,0.303571429,0,0,6.375,0.625,False,False,0.06966000331368002,False,0.1,False,0.4117128055503115,AdaBoost
0,2,16,28,2,2,0.375,0,0,25.0,1.0,False,False,0.05164504193249116,False,0.1,False,0.17564931651207838,AdaBoost
1,0,10,0,5,5,0.44,0,0,21.2,1.2,False,False,0.07060710642537425,False,0.4,True,0.5063557417217355,AdaBoost
1,0,9,6,0,3,0.25,0,0,12.5,0.75,False,False,0.05528079502523852,False,0.1,False,0.16658345232115224,AdaBoost
2,1,5,8,3,4,0.583333333,0,0,4.6,0.6,False,False,0.0629144892835009,False,0.2,False,0.2598387255605399,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.025181588961110283,False,0.0,False,0.05401299113875912,AdaBoost
2,0,9,15,3,7,0.35714285700000004,1,20,4.8571428569999995,0.8571,False,False,0.0007045167362011774,False,0.0,False,0.04841756160249777,AdaBoost
2,0,8,3,1,1,0.75,1,1,4.333333333,0.3333,False,False,0.0246298452232922,False,0.1,False,0.08818774764138351,AdaBoost
1,0,1,1,1,2,1.0,0,0,0.0,1.0,False,False,0.04018129313807189,False,0.0,False,0.09247507968350964,AdaBoost
1,0,7,0,1,4,0.4166666670000001,0,0,17.25,0.5,False,False,0.3830946728368845,False,0.5,True,0.5310762477928742,AdaBoost
2,0,17,289,1,25,0.13636363599999998,0,0,9.423076923,1.1154,False,False,0.15493047614635394,False,0.4,False,0.4415267818592669,AdaBoost
0,0,10,4,1,3,0.4375,0,0,19.0,2.25,False,False,0.4292511811267668,False,0.0,False,0.3698456549467565,AdaBoost
2,0,10,30,3,9,0.333333333,1,21,5.1111111110000005,0.8889,False,False,0.0006011044925950796,False,0.1,False,0.15788681374216287,AdaBoost
1,0,4,3,1,3,0.666666667,0,0,19.0,2.3333,False,False,0.4431204526703829,False,0.1,False,0.2323193705001885,AdaBoost
4,3,4,0,4,1,1.0,0,0,5.0,0.0,False,False,0.06006198146336505,False,0.0,False,0.1841551923495254,AdaBoost
3,0,8,6,4,3,0.5625,0,0,14.5,1.0,True,False,0.07814910072745064,False,0.2,False,0.4817315832144657,AdaBoost
4,0,9,30,1,9,0.355555556,2,3,7.222222222,0.5556,False,False,0.035201734195427,False,0.0,False,0.0756087454657117,AdaBoost
3,0,9,11,3,3,0.4,1,1,6.0,0.6667,False,False,0.049351957652216775,False,0.1,False,0.32851626099269565,AdaBoost
1,0,12,1,2,1,0.666666667,1,1,36.0,0.5,False,False,0.3566033278031675,False,0.1,False,0.3203812119764658,AdaBoost
1,0,1,0,1,1,1.0,0,0,0.0,1.0,False,False,0.03903381274059019,False,0.0,False,0.07303181520378804,AdaBoost
2,0,1,3,0,3,0.666666667,1,2,3.0,0.3333,False,False,0.025181588961110283,False,0.0,False,0.05401299113875912,AdaBoost
1,0,4,3,1,3,0.833333333,0,0,5.666666667,0.6667,False,False,0.0387244067714517,False,0.0,False,0.0697745587676208,AdaBoost
2,0,20,133,6,18,0.130952381,1,1,6.222222222,0.9444,False,False,0.07498813206491313,False,0.0,False,0.15927391318931092,AdaBoost
1,1,7,137,1,16,0.15789473699999998,0,0,8.315789473999999,1.0,True,False,0.4357635926064916,True,0.8,True,0.6203557497521714,AdaBoost
4,0,4,6,1,8,0.34375,1,1,9.875,1.25,False,False,0.0910776401355788,False,0.4,False,0.4349207842108131,AdaBoost
3,0,5,0,1,1,0.5,1,1,6.666666667,0.6667,True,False,0.044583549648773466,False,0.0,False,0.2473413127141288,AdaBoost
6,0,3,0,1,4,0.4375,0,0,9.5,0.75,False,False,0.1219779790234068,False,0.3,False,0.3370513955208643,AdaBoost
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False,False,0.03927547466609,False,0.0,False,0.07366362169032263,AdaBoost
4,0,16,297,3,17,0.166144201,1,1,25.0,2.7333,True,True,0.6531858805823137,True,0.6,False,0.4524464521084954,AdaBoost
1,0,6,0,6,1,1.0,0,0,0.0,1.0,False,False,0.04094645049111264,False,0.0,False,0.07168939801553115,AdaBoost
1,0,14,7,2,3,0.4,1,1,34.0,0.6667,False,False,0.031318534414296245,False,0.0,False,0.1128588791769802,AdaBoost
1,0,1,0,1,0,0.0,0,0,0.0,0.0,False,False,0.05478225437539482,False,0.0,False,0.08411219022636307,AdaBoost
2,0,6,18,1,6,0.314285714,1,1,18.375,0.75,False,False,0.050803283051135364,False,0.3,False,0.3448189953710558,AdaBoost
5,0,25,0,24,4,0.5,0,0,11.5,1.0,True,False,0.4733365567019394,False,0.5,False,0.42440441001354895,AdaBoost
2,1,25,220,8,16,0.14229249,1,1,17.0,1.5833,False,False,0.43382083878717626,True,0.6,True,0.5517612254738189,Voting
3,16,21,4,17,3,0.5,1,3,9.2,1.2,True,True,0.8009738565893091,False,0.4,False,0.4538198149920481,Voting
3,0,4,3,0,1,0.7777777779999999,1,1,10.0,0.6667,False,False,0.03584023207008443,False,0.2,False,0.2909722277993261,AdaBoost
1,0,3,1,2,2,0.75,0,0,2.0,0.5,False,False,0.3726942355963228,False,0.2,False,0.1166524668401828,AdaBoost
2,1,6,29,5,14,0.535714286,0,0,10.78571429,1.2857,False,False,0.4471165178728488,False,0.4,False,0.4116490868120784,AdaBoost
1,0,5,3,2,3,0.5555555560000001,0,0,5.0,0.6667,False,False,0.048595639829435766,False,0.1,False,0.30366646932956226,AdaBoost
1,0,8,25,1,9,0.311111111,0,0,7.2,1.0,False,False,0.07123306767411837,False,0.0,False,0.4159975351350043,AdaBoost
3,0,37,168,8,13,0.192857143,2,3,11.47619048,1.0952,False,False,0.030403645739885358,False,0.4,False,0.18664148749607248,AdaBoost
1,0,7,6,4,5,0.46666666700000003,0,0,4.8,0.8,False,False,0.05880790462963632,False,0.0,False,0.1965185297714068,AdaBoost
4,0,5,17,2,7,0.327272727,1,2,8.545454545,1.0,True,False,0.06787810658403108,False,0.2,False,0.3065644779405191,AdaBoost
1,0,8,3,5,2,0.583333333,0,0,63.33333333,5.6667,False,True,0.5569707083984631,False,0.5,False,0.3664302838314661,AdaBoost
1,0,6,0,5,1,1.0,0,0,0.0,1.0,False,False,0.03965924898588413,False,0.0,False,0.05072553767478534,AdaBoost
5,0,1,0,0,3,0.5,0,0,10.25,0.75,False,False,0.10171513346277028,False,0.3,False,0.13569006284469573,AdaBoost
1,0,448,325,446,26,0.157692308,0,0,0.0,1.0,True,True,0.9954623745187058,True,1.0,True,0.9277503582431916,AdaBoost
0,0,2,1,1,2,1.0,0,0,2.5,0.5,False,False,0.026256984439062832,False,0.0,False,0.12395703124725607,AdaBoost
1,0,5,495,1,34,0.134803922,0,0,6.852941176,1.2647,False,True,0.7315724753150871,False,0.5,False,0.4938146603306989,AdaBoost
1,0,9,3,7,3,1.0,0,0,0.0,1.0,False,False,0.041912164843130005,False,0.3,False,0.3821521845819785,AdaBoost
3,0,23,0,1,2,0.4375,1,1,52.75,2.25,False,False,0.409796374265212,False,0.2,False,0.17029640122602885,AdaBoost
5,0,3,6,1,3,0.36,0,0,11.8,1.0,True,False,0.4519724296394287,False,0.3,False,0.4500810126113735,AdaBoost
1,0,6,3,1,2,0.4166666670000001,0,0,10.0,1.0,True,False,0.3910381017039604,False,0.1,False,0.2280808511847782,AdaBoost
1,0,9,22,1,5,0.265625,0,0,13.66666667,1.2222,False,False,0.40504739229423947,False,0.2,False,0.4042994340615415,AdaBoost
1,3,3,0,3,4,0.625,0,0,6.5,0.75,False,False,0.06987181296824717,False,0.3,False,0.3433729147157497,AdaBoost
2,0,12,9,8,5,0.3666666670000001,0,0,6.5,0.6667,False,False,0.07239652819184562,False,0.1,False,0.2583359307205864,AdaBoost
3,0,24,1527,7,53,0.13362069,1,2,9.084745762999999,1.2034,True,False,0.4595541131120042,False,0.2,False,0.20955040761753946,AdaBoost
1,0,6,0,1,2,0.625,0,0,14.0,0.5,True,False,0.3740027593242559,False,0.2,True,0.5841271041591884,AdaBoost
4,0,3,15,0,6,0.444444444,2,2,5.166666667,0.5,False,False,0.040099989553955516,False,0.0,False,0.1139285424507276,AdaBoost
4,0,10,27,3,10,0.32,2,3,7.5,0.9,False,False,0.04510256662689518,False,0.0,False,0.11312130365300448,AdaBoost
2,0,5,15,1,5,0.433333333,1,3,12.42857143,1.0,False,False,0.03297052937748951,False,0.0,False,0.14408653733318955,AdaBoost
1,0,14,53,2,11,0.23076923100000002,0,0,13.78571429,1.3571,True,False,0.08527348617255882,False,0.2,False,0.32934861413724104,AdaBoost
1,0,1,25,1,11,0.409090909,0,0,8.181818182,1.2727,False,False,0.08078416736167582,False,0.5,False,0.29743217873297817,AdaBoost
2,0,7,0,1,5,0.35714285700000004,1,1,20.42857143,1.2857,True,False,0.3915099301928082,False,0.2,False,0.2900154621419953,AdaBoost
3,0,17,1,2,4,0.444444444,1,1,25.66666667,0.8333,False,False,0.0481773991670648,False,0.2,False,0.2156455174962316,AdaBoost
1,0,7,0,1,2,0.6,0,0,22.33333333,2.0,False,False,0.0668848400202116,False,0.5,False,0.383483854144122,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03294664628907951,False,0.0,False,0.06671879940341252,AdaBoost
6,0,3,0,1,1,1.0,0,0,12.0,0.0,False,False,0.07076280948545166,False,0.1,False,0.15172853779944104,AdaBoost
4,0,3,0,3,3,0.45,0,0,7.75,0.75,False,False,0.0988579898728984,False,0.5,False,0.4319883915344644,AdaBoost
2,0,10,79,3,13,0.314285714,0,0,7.2,1.0,False,False,0.09113113484586864,False,0.0,False,0.2920618610617413,AdaBoost
1,0,2,1,2,2,1.0,0,0,0.0,1.0,True,False,0.03471319062795319,False,0.3,False,0.27380742023475163,AdaBoost
1,0,6,1,6,2,1.0,0,0,0.0,1.0,False,False,0.03619923050654535,False,0.2,False,0.22814425444807435,AdaBoost
4,2,21,54,12,7,0.333333333,0,0,5.833333333,0.5,False,False,0.11736650589977475,False,0.5,False,0.29126218281861005,AdaBoost
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.033330587322902026,False,0.0,False,0.052590575192575435,AdaBoost
3,6,12,75,6,11,0.20535714300000002,1,1,10.4,0.9333,True,False,0.2921768173606066,False,0.3,False,0.354141383413089,AdaBoost
2,0,8,15,3,7,0.35714285700000004,1,20,5.857142857,0.8571,False,False,0.33416572214524143,False,0.0,False,0.05880315468489857,AdaBoost
3,0,16,157,4,18,0.215277778,1,1,4.526315789,0.7895,False,False,0.08549421359352317,False,0.2,False,0.23686355266265804,AdaBoost
1,0,14,1708,1,49,0.12222222199999999,0,0,12.19672131,1.2131,False,False,0.4747025750928029,False,0.2,False,0.4628439781455893,AdaBoost
1,0,4,0,3,1,1.0,0,0,0.0,1.0,False,False,0.033330587322902026,False,0.0,False,0.052590575192575435,AdaBoost
1,0,16,283,5,14,0.157342657,0,0,13.85185185,1.5556,True,False,0.4313630174086553,False,0.2,False,0.3984146580410052,AdaBoost
1,0,5,0,1,5,0.5,0,0,6.6,0.6,True,False,0.3794019464728198,False,0.4,False,0.4515797578197795,AdaBoost
4,0,11,33,2,14,0.3,1,1,10.64285714,1.2857,False,False,0.44271224547352267,False,0.1,False,0.3918462220957147,AdaBoost
0,0,10,2,1,3,0.833333333,0,0,16.0,0.5,False,False,0.02252351737199139,False,0.1,False,0.07286094453465854,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03294664628907951,False,0.0,False,0.06671879940341252,AdaBoost
1,0,8,60,0,12,0.10416666699999999,0,0,4.25,0.9167,False,False,0.07786193430643074,False,0.4,False,0.2576639424508819,AdaBoost
1,0,6,1,0,2,0.75,0,0,10.5,0.5,False,False,0.031335778240449134,False,0.3,False,0.4282061064265603,AdaBoost
2,0,6,9,1,6,0.444444444,1,20,4.5,0.8333,False,False,0.0007149836153810853,False,0.0,False,0.060696039952108385,AdaBoost
3,0,7,24,1,6,0.333333333,0,0,13.11111111,0.6667,False,False,0.08304795469711014,False,0.1,False,0.2831718025394335,AdaBoost
3,0,3,1,1,1,0.666666667,1,1,5.0,0.5,False,False,0.039184814011166365,False,0.0,False,0.07237925875424248,AdaBoost
2,0,2,9,1,6,0.4166666670000001,0,0,6.333333333,0.8333,False,False,0.07256564989161693,False,0.1,False,0.13539654805700285,AdaBoost
2,14,26,3,22,7,0.5,1,1,7.0,0.8,True,False,0.4793518909414873,False,0.2,False,0.4858458487629202,AdaBoost
3,0,8,9,4,4,0.375,2,4,17.33333333,1.3333,False,False,0.03530532149664165,False,0.5,False,0.44086937771271256,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03294664628907951,False,0.0,False,0.06671879940341252,AdaBoost
1,0,38,18,3,9,0.333333333,0,0,18.92307692,0.8462,False,False,0.3785059498868271,True,0.6,False,0.3612242460177631,AdaBoost
1,0,6,0,4,1,1.0,0,0,0.0,1.0,False,False,0.0330275016037033,False,0.0,False,0.045518205917942,AdaBoost
1,0,3,15,0,5,0.291666667,0,0,6.5,0.8333,False,False,0.05961924584145217,False,0.1,False,0.030546171925676945,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.04999018153923649,False,0.0,False,0.04008602215116062,AdaBoost
3,0,10,1,2,3,0.5,0,0,17.0,1.0,True,False,0.0751169966271908,False,0.2,False,0.4490204349607959,AdaBoost
1,0,4,3,1,3,0.533333333,0,0,15.0,0.6667,False,False,0.04479616963890617,False,0.0,False,0.320683323547861,AdaBoost
3,0,7,0,1,3,0.45833333299999995,1,1,9.0,0.8333,False,False,0.0524424546500098,False,0.3,False,0.4086107634750215,AdaBoost
1,0,8,0,8,1,1.0,0,0,0.0,1.0,False,False,0.03583575589404822,False,0.0,False,0.07851440328606603,AdaBoost
3,0,10,0,2,2,0.3,1,1,10.85714286,0.7143,False,False,0.053928045399250606,False,0.2,False,0.3791204931400655,AdaBoost
2,0,3,4,2,2,0.444444444,1,1,17.0,0.5,False,False,0.04043248870379985,False,0.0,False,0.21585920172946516,AdaBoost
1,0,7,30,1,5,0.375,0,0,9.222222222000001,0.6667,False,False,0.050280635907252604,False,0.3,False,0.3872721070248933,AdaBoost
1,0,6,10,1,8,0.333333333,0,0,19.22222222,1.8889,False,False,0.09251161148759623,False,0.3,False,0.40843484686697135,AdaBoost
1,0,23,181,3,22,0.123376623,0,0,12.27272727,1.4091,True,False,0.11129628760087136,False,0.3,False,0.36032895032868345,AdaBoost
1,0,4,3,0,3,0.833333333,0,0,5.0,0.6667,False,False,0.03304027422434578,False,0.0,False,0.03879699768844242,AdaBoost
4,0,10,3,3,9,0.283333333,2,3,9.6,0.9,False,False,0.05340381516747097,False,0.2,False,0.2792954957962738,AdaBoost
1,0,7,4,5,5,0.7,0,0,4.8,0.8,False,False,0.04535933930942106,False,0.0,False,0.2035447066528148,AdaBoost
1,0,4,10,0,5,0.36,0,0,4.6,0.8,False,False,0.05469225955381901,False,0.0,False,0.02263486219287428,AdaBoost
2,0,6,56,2,7,0.260416667,1,2,10.75,1.0833,False,False,0.05147219512899573,False,0.3,False,0.4381898931604029,AdaBoost
4,0,7,24,4,9,0.444444444,2,2,5.555555556,0.4444,False,False,0.051561516247092085,False,0.0,False,0.1243564714608727,AdaBoost
4,0,6,0,6,2,0.75,0,0,8.5,0.5,False,False,0.4069935364199179,False,0.3,False,0.4651218700139975,AdaBoost
2,0,8,52,1,11,0.321428571,0,0,14.23076923,0.5385,False,False,0.07343944293202417,False,0.2,False,0.2990952131622458,AdaBoost
1,1,7,75,1,12,0.276190476,0,0,8.0,1.0,True,False,0.0800541690345128,False,0.4,False,0.3390758976051326,AdaBoost
2,0,11,0,2,3,0.46666666700000003,1,2,23.66666667,1.1667,True,False,0.037480979409820384,False,0.2,False,0.3412219344347349,AdaBoost
1,0,5,24,3,7,0.541666667,0,0,7.25,1.25,False,False,0.06356338248231896,False,0.2,False,0.21086898784513766,AdaBoost
1,0,9,12,3,7,0.275,0,0,23.33333333,1.3333,False,False,0.4102216466996545,True,0.6,True,0.5975338768770517,Voting
2,0,2,0,2,1,1.0,0,0,3.0,0.0,False,False,0.028931165286104,False,0.1,False,0.2211324274373068,AdaBoost
2,0,11,0,7,4,0.5,0,0,7.75,0.5,False,False,0.05761988305031988,False,0.3,True,0.5163145174659389,AdaBoost
3,0,6,3,1,2,0.666666667,1,1,6.333333333,0.3333,False,False,0.3691448475422667,False,0.1,False,0.2741800600723802,AdaBoost
3,0,38,320,3,20,0.17595307899999998,2,3,24.6875,1.7813,False,False,0.051502712737812505,False,0.2,True,0.5048307998898512,AdaBoost
1,0,22,1,22,2,0.833333333,0,0,0.0,1.0,True,False,0.04978137126771658,False,0.1,False,0.02560945074956415,AdaBoost
4,0,9,21,2,7,0.39285714299999996,3,4,7.142857143,0.7143,False,False,0.028932298478557293,False,0.0,False,0.08545794898672156,AdaBoost
3,0,12,42,2,8,0.233766234,1,1,9.0,0.8333,True,False,0.0671702278012387,False,0.0,False,0.3594558949881305,AdaBoost
1,0,22,6,20,4,0.4,0,0,0.0,1.0,True,False,0.07049718144754223,False,0.1,False,0.2549978058254396,AdaBoost
1,0,13,39,5,11,0.272727273,0,0,7.818181817999999,0.9091,False,False,0.07084151293965486,False,0.2,False,0.3717476135941896,AdaBoost
1,0,0,0,0,0,0.0,0,0,0.0,0.0,False,False,0.04999018153923649,False,0.0,False,0.04008602215116062,AdaBoost
3,0,3,13,0,4,0.375,1,1,4.5,1.0,False,False,0.06337411905791833,False,0.1,False,0.181298986423525,AdaBoost
2,0,9,159,4,15,0.233082707,1,3,4.473684211,0.8421,False,False,0.04857209772781428,False,0.0,False,0.1051926649271266,AdaBoost
1,1,6,0,1,6,0.30952381,0,0,5.333333333,0.8333,True,False,0.06383736959191688,False,0.3,False,0.3202697661823585,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03294664628907951,False,0.0,False,0.06671879940341252,AdaBoost
1,17,49,279,39,21,0.205128205,0,0,12.88461538,1.3846,False,True,0.9244075756992121,True,0.9,True,0.7841869971998705,AdaBoost
0,0,4,3,1,3,0.4166666670000001,0,0,20.66666667,1.6667,False,False,0.0583604432105145,False,0.1,False,0.2544676356366635,AdaBoost
1,0,60,1,60,2,0.833333333,0,0,0.0,1.0,False,False,0.4035323364684962,False,0.5,False,0.4768214011556688,AdaBoost
1,0,10,1,5,3,0.5,0,0,7.333333333,0.3333,True,False,0.04011876342713819,False,0.0,False,0.4195300808047418,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03294664628907951,False,0.0,False,0.06671879940341252,AdaBoost
1,0,1,22,1,8,0.45833333299999995,0,0,5.125,0.875,False,False,0.06163263285731985,False,0.0,False,0.059031623038337526,AdaBoost
4,0,7,13,1,10,0.375,1,1,7.0,0.8,False,False,0.08299974183935177,False,0.0,False,0.1311776090306947,AdaBoost
2,0,7,0,1,4,0.4,0,0,18.0,1.0,True,False,0.06914617868568244,False,0.2,False,0.3326792169591473,AdaBoost
2,0,11,123,1,18,0.161111111,0,0,6.722222222,0.9444,False,False,0.4392478424467711,False,0.3,True,0.5900833297964876,AdaBoost
1,1,16,437,1,28,0.13399503699999998,0,0,7.0,1.0,True,False,0.4956893295652207,False,0.0,False,0.4419299419103005,AdaBoost
3,0,40,0,1,4,0.222222222,1,1,54.77777778,0.8889,False,False,0.04010175601698614,False,0.3,False,0.16420438331673656,AdaBoost
2,0,9,124,4,13,0.235294118,1,3,4.7647058819999994,0.8235,False,False,0.04566905449597345,False,0.0,False,0.15881516107986415,AdaBoost
1,0,2,1,1,1,0.75,0,0,2.5,0.5,False,False,0.033304944651922734,False,0.1,False,0.1044648488368302,AdaBoost
2,0,12,0,2,4,0.5,1,2,23.4,1.4,False,False,0.040496433283578166,False,0.4,False,0.3133592837536031,AdaBoost
1,0,0,0,0,1,1.0,0,0,0.0,1.0,False,False,0.03294664628907951,False,0.0,False,0.06671879940341252,AdaBoost
3,0,5,71,1,13,0.29333333300000003,2,6,9.6,1.1333,False,False,0.029095087659927205,False,0.2,False,0.07817691455369696,AdaBoost
1,0,7,6,6,4,0.583333333,0,0,0.0,1.0,True,False,0.053231475007377314,False,0.0,False,0.42036092597412217,AdaBoost
1,0,3,0,0,4,0.5,0,0,7.25,1.0,False,False,0.05259185918288231,False,0.0,False,0.15978331214113048,AdaBoost
1,32,37,63,34,7,0.37777777799999995,0,0,14.46666667,1.4667,True,True,0.9665661683662272,True,0.7,True,0.6731896174399938,AdaBoost
1,0,11,10,6,4,0.28,0,0,7.2,0.8,False,False,0.0591451102355318,False,0.2,False,0.3560291604248175,AdaBoost
1,0,11,9,1,3,0.333333333,0,0,30.33333333,1.3333,False,False,0.3942649128606286,False,0.2,False,0.33599847392985416,AdaBoost
1,0,5,0,5,1,1.0,0,0,0.0,1.0,False,False,0.03471587277955538,False,0.0,False,0.031367424750768334,AdaBoost
1,0,3,0,1,3,0.666666667,0,0,5.666666667,0.6667,False,False,0.04011989194646575,False,0.05,False,0.05113980944841486,AdaBoost
3,0,15,50,2,9,0.333333333,1,1,11.83333333,1.1667,False,False,0.06901532806162354,True,0.6,False,0.4753840306474508,AdaBoost
5,0,4,4,0,3,0.4,1,1,8.0,0.75,False,False,0.08369063731094835,False,0.3,False,0.3787639558393061,AdaBoost
6,0,3,7,1,5,0.4166666670000001,0,0,11.66666667,1.1667,False,False,0.15885487695606335,False,0.3,False,0.33905808144984234,AdaBoost
2,0,5,7,1,2,0.36,1,1,8.5,0.8333,True,False,0.378641397468814,False,0.4,False,0.19307666042814134,AdaBoost
1,0,2,10,0,4,0.333333333,0,0,15.2,0.8,False,False,0.05966866549678016,False,0.1,False,0.06250301170772715,AdaBoost
5,2,6,3,5,3,0.7777777779999999,0,0,4.333333333,0.0,False,False,0.09322728308644086,False,0.3,False,0.20420904399630685,AdaBoost
1,0,52,630,24,33,0.13888888900000002,0,0,8.5,1.2778,True,True,0.7795876757820775,True,0.6,False,0.4945194037213004,AdaBoost
2,0,15,25,6,14,0.27380952399999997,0,0,6.642857143,1.0714,False,False,0.10228963851734624,False,0.2,False,0.2252016864403677,AdaBoost
1,0,5,0,4,1,1.0,0,0,0.0,1.0,False,False,0.03134452631314028,False,0.0,False,0.08122197392452958,AdaBoost
1,0,16,1,12,1,0.5,0,0,10.5,0.5,False,False,0.38014839227259056,False,0.4,False,0.36873012788627146,AdaBoost
1,0,4,0,2,2,0.666666667,0,0,9.0,1.0,False,False,0.044175867572702886,False,0.2,False,0.2675274624933553,AdaBoost
1,0,7,44,1,12,0.240740741,0,0,18.75,0.8333,False,False,0.07555474983312875,False,0.2,False,0.4528831899583711,AdaBoost
0,0,15,39,0,12,0.23076923100000002,0,0,9.785714286000001,1.3571,False,False,0.06135406236040994,False,0.1,False,0.2438843832735801,AdaBoost
0,0,8,1,1,2,0.75,0,0,12.33333333,0.3333,False,False,0.022542457313172424,False,0.1,False,0.09989709200354796,AdaBoost
2,0,10,3,4,2,0.666666667,1,3,34.33333333,4.0,True,False,0.3851403869411809,False,0.5,True,0.5870268195714687,AdaBoost
4,0,11,21,4,7,0.39285714299999996,3,4,5.428571429,0.5714,False,False,0.025935277652182682,False,0.0,False,0.1691460312521005,AdaBoost
1,0,2,6,0,3,0.5625,0,0,8.25,1.0,False,False,0.0494626675539181,False,0.0,False,0.1534415225772357,AdaBoost
0,0,3,1,0,2,0.666666667,0,0,6.0,0.5,False,False,0.02784022123318636,False,0.0,False,0.10110644690779186,AdaBoost
1,0,9,4,1,2,0.666666667,0,0,27.0,1.5,False,False,0.04648569938408671,False,0.0,False,0.085102673242187,AdaBoost
2,1,15,28,3,11,0.24175824199999998,0,0,8.0,0.7692,False,False,0.4232099021231688,True,0.6,True,0.573420718143006,Voting
5,0,5,0,2,3,0.5,0,0,5.333333333,0.6667,False,False,0.11445965912857503,True,0.8,False,0.451331766479888,AdaBoost
2,0,7,1,0,2,0.6,1,1,23.0,2.0,True,False,0.05375615480727991,False,0.1,False,0.19126827170784386,AdaBoost
1,0,5,6,0,4,0.75,0,0,3.5,0.75,False,False,0.036413455378652516,False,0.0,False,0.06409279710306627,AdaBoost
